detector,group,condition,camouflage,gamma,auc_mean,auc_std,auc_min,auc_max,ap_mean,ap_std,n_seeds,auc,ap
AnomalyDAE,indirect,B,global,0.6,0.00055999999999998,0.0008994427329835332,0.0,0.0021473684210526,0.025928345280928522,1.859679591488157e-06,5,0.00055999999999998,0.025928345280928522
AnomalyDAE,indirect,B,global,0.7,2.5263157894737095e-05,3.766009225262863e-05,0.0,8.421052631579106e-05,0.025927266595001518,4.852307314166457e-08,5,2.5263157894737095e-05,0.025927266595001518
AnomalyDAE,indirect,B,global,0.8,0.0,0.0,0.0,0.0,0.025927235583944296,0.0,5,0.0,0.025927235583944296
AnomalyDAE,indirect,B,global,0.9,0.0,0.0,0.0,0.0,0.025927235583944296,0.0,5,0.0,0.025927235583944296
AnomalyDAE,indirect,B,global,1.0,0.0,0.0,0.0,0.0,0.025927235583944296,0.0,5,0.0,0.025927235583944296
AnomalyDAE,indirect,B,local,0.0,0.7016042105263158,0.04326568157577168,0.6553684210526316,0.7659789473684211,0.10338713448169297,0.029733590455936938,5,0.7016042105263158,0.10338713448169297
AnomalyDAE,indirect,B,local,0.1,0.5963115789473685,0.10115014089347621,0.4599157894736842,0.6938105263157895,0.0716753367557474,0.022064037737046748,5,0.5963115789473685,0.0716753367557474
AnomalyDAE,indirect,B,local,0.2,0.3747621052631579,0.05627775675892898,0.2753684210526315,0.4124842105263158,0.03771826719834972,0.003009317655541096,5,0.3747621052631579,0.03771826719834972
AnomalyDAE,indirect,B,local,0.3,0.19818105263157892,0.04191004375222031,0.1645473684210526,0.2694736842105263,0.029529619989725742,0.0013779586353506173,5,0.19818105263157892,0.029529619989725742
AnomalyDAE,indirect,B,local,0.4,0.09357473684210524,0.04035049049395179,0.0489473684210526,0.1462736842105263,0.02709460569555896,0.0006956528658258853,5,0.09357473684210524,0.02709460569555896
AnomalyDAE,indirect,B,local,0.5,0.07800842105263153,0.03379871196877069,0.0554105263157894,0.1370736842105263,0.02683946878828102,0.0004944053185042119,5,0.07800842105263153,0.02683946878828102
AnomalyDAE,indirect,B,local,0.6,0.03589052631578946,0.017049800934654875,0.0182526315789473,0.054,0.026290284774392457,0.00025949351215738564,5,0.03589052631578946,0.026290284774392457
AnomalyDAE,indirect,B,local,0.7,0.06458526315789473,0.03177883893219066,0.0227157894736842,0.0983157894736842,0.02665939370028922,0.0003859792877452899,5,0.06458526315789473,0.02665939370028922
AnomalyDAE,indirect,B,local,0.8,0.05088842105263154,0.030667937907731358,0.0175578947368421,0.0979578947368421,0.026463314922574498,0.00039596397146607847,5,0.05088842105263154,0.026463314922574498
AnomalyDAE,indirect,B,local,0.9,0.12333473684210523,0.05175807049626025,0.0371368421052631,0.1640631578947368,0.02768160700597696,0.000806094383163114,5,0.12333473684210523,0.02768160700597696
AnomalyDAE,indirect,B,local,1.0,0.18337684210526312,0.06015866113615974,0.1293052631578947,0.2622105263157895,0.03386672840937318,0.011795362066786707,5,0.18337684210526312,0.03386672840937318
AnomalyDAE,indirect,C,none,0.0,0.46262736842105256,0.04323734509750031,0.4279368421052631,0.5348421052631579,0.04454418729307494,0.003323461473281969,5,0.46262736842105256,0.04454418729307494
CoLA,indirect,A,global,0.0,0.7231831578947368,0.006831934140470272,0.7150947368421052,0.7304631578947369,0.21825058596517147,0.036349149796702,5,0.7231831578947368,0.21825058596517147
CoLA,indirect,A,global,0.1,0.7096336842105264,0.04038316645539315,0.6476842105263159,0.7590105263157896,0.19619402142244682,0.05734873954949471,5,0.7096336842105264,0.19619402142244682
CoLA,indirect,A,global,0.2,0.7348673684210526,0.03341740187271351,0.696821052631579,0.7846526315789474,0.20691448567332776,0.025203733260874016,5,0.7348673684210526,0.20691448567332776
CoLA,indirect,A,global,0.3,0.7303242105263158,0.04126588766480789,0.684821052631579,0.7857263157894737,0.2039513021588381,0.0790040877278856,5,0.7303242105263158,0.2039513021588381
CoLA,indirect,A,global,0.4,0.7507768421052632,0.04059965776365999,0.6917263157894736,0.8028105263157895,0.24960094709911385,0.08574385360467933,5,0.7507768421052632,0.24960094709911385
CoLA,indirect,A,global,0.5,0.7667263157894737,0.03313349645385496,0.7240842105263158,0.8068,0.235260534184615,0.06307267501999218,5,0.7667263157894737,0.235260534184615
CoLA,indirect,A,global,0.6,0.7694357894736842,0.03253879304202264,0.7241894736842105,0.7991578947368422,0.22277967942720678,0.05598076270424671,5,0.7694357894736842,0.22277967942720678
CoLA,indirect,A,global,0.7,0.8107452631578947,0.039536549519684126,0.7648,0.8567368421052632,0.3448251534001686,0.06835150051623327,5,0.8107452631578947,0.3448251534001686
CoLA,indirect,A,global,0.8,0.8131284210526315,0.030228209019037427,0.7662736842105263,0.8447157894736842,0.3683644624150312,0.05951451059049937,5,0.8131284210526315,0.3683644624150312
CoLA,indirect,A,global,0.9,0.8051031578947369,0.0372080788296561,0.7659368421052632,0.8444631578947368,0.33022857214125845,0.09592243578057585,5,0.8051031578947369,0.33022857214125845
CoLA,indirect,A,global,1.0,0.8148084210526315,0.03438339675336288,0.779242105263158,0.8654526315789473,0.3383780973955519,0.04281793765785875,5,0.8148084210526315,0.3383780973955519
CoLA,indirect,A,local,0.0,0.6857347368421053,0.04843711541353889,0.6383157894736842,0.7573263157894737,0.1708352746392564,0.05477979227005188,5,0.6857347368421053,0.1708352746392564
CoLA,indirect,A,local,0.1,0.6744968421052632,0.0481837884945155,0.5954315789473685,0.7164631578947368,0.14516910385730797,0.056992174043837766,5,0.6744968421052632,0.14516910385730797
CoLA,indirect,A,local,0.2,0.6755663157894738,0.03538077979563724,0.6523368421052632,0.7351789473684212,0.1330600887681364,0.05845093522659633,5,0.6755663157894738,0.1330600887681364
CoLA,indirect,A,local,0.3,0.6432484210526316,0.0552703642419236,0.5576631578947369,0.7071263157894737,0.132196988391184,0.043094306853198636,5,0.6432484210526316,0.132196988391184
CoLA,indirect,A,local,0.4,0.6360926315789474,0.044376928946409565,0.5857894736842105,0.6745052631578947,0.11852257434191679,0.04396605001813988,5,0.6360926315789474,0.11852257434191679
CoLA,indirect,A,local,0.5,0.6419326315789473,0.057954297401121346,0.5526315789473684,0.6893263157894737,0.11017345262624552,0.05005169751512529,5,0.6419326315789473,0.11017345262624552
CoLA,indirect,A,local,0.6,0.5994105263157895,0.04940450931004378,0.5236631578947368,0.6472842105263158,0.08169472862330544,0.021332063115282435,5,0.5994105263157895,0.08169472862330544
CoLA,indirect,A,local,0.7,0.5728526315789473,0.03879038205035094,0.5244210526315789,0.6306631578947368,0.07076581951497743,0.009444720118096757,5,0.5728526315789473,0.07076581951497743
CoLA,indirect,A,local,0.8,0.5602905263157895,0.033163910565386,0.522042105263158,0.5882315789473684,0.06417051500376783,0.00926124324258834,5,0.5602905263157895,0.06417051500376783
CoLA,indirect,A,local,0.9,0.5338084210526316,0.031176993079944818,0.506842105263158,0.5795368421052632,0.056681983621608624,0.002680643725232927,5,0.5338084210526316,0.056681983621608624
CoLA,indirect,A,local,1.0,0.4931010526315789,0.04091616020846764,0.4362526315789473,0.535157894736842,0.055338451579504774,0.006147421741399266,5,0.4931010526315789,0.055338451579504774
