detector,group,condition,camouflage,gamma,seed,n_nodes,auc,ap
GCAD+IDK,indirect,A,global,0.3,0,1000,0.2538526315789474,0.0313020734393536
GCAD+IDK,indirect,A,global,0.3,1,1000,0.4077473684210527,0.0393738331699361
GCAD+IDK,indirect,A,global,0.3,2,1000,0.4929684210526315,0.0619805930145408
GCAD+IDK,indirect,A,global,0.3,3,1000,0.427978947368421,0.0412129835651
GCAD+IDK,indirect,A,global,0.3,4,1000,0.2817368421052631,0.0324430986745625
GCAD+IDK,indirect,A,global,0.4,0,1000,0.1070947368421052,0.0272967500777382
GCAD+IDK,indirect,A,global,0.4,1,1000,0.1826526315789473,0.0291532269439204
GCAD+IDK,indirect,A,global,0.4,2,1000,0.2578,0.031909488012341
GCAD+IDK,indirect,A,global,0.4,3,1000,0.2241052631578947,0.0302433136843651
GCAD+IDK,indirect,A,global,0.4,4,1000,0.1396526315789473,0.0279009324634629
GCAD+IDK,indirect,A,global,0.5,0,1000,0.0174315789473684,0.0260871436516294
GCAD+IDK,indirect,A,global,0.5,1,1000,0.0616421052631579,0.0266135720972077
GCAD+IDK,indirect,A,global,0.5,2,1000,0.1118421052631579,0.0275103177823549
GCAD+IDK,indirect,A,global,0.5,3,1000,0.0857684210526315,0.0270255327385665
GCAD+IDK,indirect,A,global,0.5,4,1000,0.0531263157894736,0.02632950392745
GCAD+IDK,indirect,A,global,0.6,0,1000,0.0026315789473684,0.0259425461586695
GCAD+IDK,indirect,A,global,0.6,1,1000,0.0153473684210526,0.0260348014024313
GCAD+IDK,indirect,A,global,0.6,2,1000,0.0385157894736842,0.0262358394829583
GCAD+IDK,indirect,A,global,0.6,3,1000,0.0189368421052631,0.0260650545602767
GCAD+IDK,indirect,A,global,0.6,4,1000,0.0113684210526315,0.0259813632110545
GCAD+IDK,indirect,A,global,0.7,0,1000,0.0001263157894736,0.025927522488361
GCAD+IDK,indirect,A,global,0.7,1,1000,0.0012631578947368,0.025931225394511
GCAD+IDK,indirect,A,global,0.7,2,1000,0.0067578947368421,0.0259726133453044
GCAD+IDK,indirect,A,global,0.7,3,1000,0.0025263157894736,0.0259342738631954
GCAD+IDK,indirect,A,global,0.7,4,1000,0.0013894736842105,0.0259326451045544
GCAD+IDK,indirect,A,global,0.8,0,1000,0.0,0.0259272355839443
GCAD+IDK,indirect,A,global,0.8,1,1000,0.0002105263157894,0.0259274806939435
GCAD+IDK,indirect,A,global,0.8,2,1000,0.0006736842105263,0.0259286135520245
GCAD+IDK,indirect,A,global,0.8,3,1000,6.315789473684274e-05,0.0259273240870336
GCAD+IDK,indirect,A,global,0.8,4,1000,9.473684210526524e-05,0.0259273463178517
GCAD+IDK,indirect,A,global,0.9,0,1000,0.0,0.0259272355839443
GCAD+IDK,indirect,A,global,0.9,1,1000,0.0,0.0259272355839443
GCAD+IDK,indirect,A,global,0.9,2,1000,4.2105263157894426e-05,0.025927279905323
GCAD+IDK,indirect,A,global,0.9,3,1000,0.0,0.0259272355839443
GCAD+IDK,indirect,A,global,0.9,4,1000,0.0,0.0259272355839443
GCAD+IDK,indirect,A,global,1.0,0,1000,0.0,0.0259468784558562
GCAD+IDK,indirect,A,global,1.0,1,1000,0.0,0.0259863153837588
GCAD+IDK,indirect,A,global,1.0,2,1000,0.0,0.0259272355839443
GCAD+IDK,indirect,A,global,1.0,3,1000,0.0,0.0259272355839443
GCAD+IDK,indirect,A,global,1.0,4,1000,0.0,0.0259272355839443
IDK,none,A,global,0.0,0,1000,0.6614315789473684,0.1021784957945236
IDK,none,A,global,0.0,1,1000,0.6286947368421054,0.0809728742991058
IDK,none,A,global,0.0,2,1000,0.5851684210526316,0.0681512589341593
IDK,none,A,global,0.0,3,1000,0.6100947368421052,0.0697449611062673
IDK,none,A,global,0.0,4,1000,0.4140315789473685,0.0448838474340444
IDK,none,A,global,0.1,0,1000,0.4649894736842105,0.0473182503057824
IDK,none,A,global,0.1,1,1000,0.3827684210526315,0.0380219982277377
IDK,none,A,global,0.1,2,1000,0.3824105263157894,0.0379767894886964
IDK,none,A,global,0.1,3,1000,0.3733789473684211,0.037166681809972
IDK,none,A,global,0.1,4,1000,0.2572842105263158,0.0319116502411086
IDK,none,A,global,0.2,0,1000,0.2520842105263158,0.0311383659333108
IDK,none,A,global,0.2,1,1000,0.1646,0.028456446230945
IDK,none,A,global,0.2,2,1000,0.2019789473684211,0.0295312593098617
IDK,none,A,global,0.2,3,1000,0.1888842105263158,0.029125437997631
IDK,none,A,global,0.2,4,1000,0.1294842105263157,0.0275628285872441
IDK,none,A,global,0.3,0,1000,0.0817052631578947,0.0268829810873677
IDK,none,A,global,0.3,1,1000,0.0405052631578947,0.0262765586912441
IDK,none,A,global,0.3,2,1000,0.0651368421052631,0.0266027486588082
IDK,none,A,global,0.3,3,1000,0.0542526315789473,0.0264560638846514
IDK,none,A,global,0.3,4,1000,0.0420736842105263,0.0262042046302517
IDK,none,A,global,0.4,0,1000,0.0131368421052631,0.0260605780221319
IDK,none,A,global,0.4,1,1000,0.0045263157894736,0.0259476771705859
IDK,none,A,global,0.4,2,1000,0.0164,0.0260334802904152
IDK,none,A,global,0.4,3,1000,0.0100105263157894,0.0259993092825056
IDK,none,A,global,0.4,4,1000,0.0061473684210526,0.0259547124774348
IDK,none,A,global,0.5,0,1000,0.0003578947368421,0.025927834909109
IDK,none,A,global,0.5,1,1000,0.0001263157894736,0.0259273691108917
IDK,none,A,global,0.5,2,1000,0.0013263157894736,0.0259330104081325
IDK,none,A,global,0.5,3,1000,0.0009473684210526,0.025931970199261
IDK,none,A,global,0.5,4,1000,0.0002526315789473,0.0259278970253761
IDK,none,A,global,0.6,0,1000,0.0,0.0259474916202431
IDK,none,A,global,0.6,1,1000,0.0,0.0259272355839443
IDK,none,A,global,0.6,2,1000,2.105263157894832e-05,0.0259272577213066
IDK,none,A,global,0.6,3,1000,2.105263157894832e-05,0.0259272577213066
IDK,none,A,global,0.6,4,1000,0.0,0.0259272355839443
IDK,none,A,global,0.7,0,1000,0.0,0.0259272355839443
IDK,none,A,global,0.7,1,1000,0.0,0.0259467196459815
IDK,none,A,global,0.7,2,1000,0.0,0.0259272355839443
IDK,none,A,global,0.7,3,1000,0.0,0.0259272355839443
IDK,none,A,global,0.7,4,1000,0.0,0.0259468385718523
IDK,none,A,global,0.8,0,1000,0.0,0.0259272355839443
IDK,none,A,global,0.8,1,1000,0.0,0.0259469585898965
IDK,none,A,global,0.8,2,1000,0.0,0.0259478304504028
IDK,none,A,global,0.8,3,1000,0.0,0.0259272355839443
IDK,none,A,global,0.8,4,1000,0.0,0.0259272355839443
IDK,none,A,global,0.9,0,1000,0.0,0.0259272355839443
IDK,none,A,global,0.9,1,1000,0.0,0.0259272355839443
IDK,none,A,global,0.9,2,1000,0.0,0.0259675419119643
IDK,none,A,global,0.9,3,1000,0.0,0.0259272355839443
IDK,none,A,global,0.9,4,1000,0.0,0.0259481339496921
IDK,none,A,global,1.0,0,1000,0.0,0.05
IDK,none,A,global,1.0,1,1000,0.0,0.05
IDK,none,A,global,1.0,2,1000,0.0,0.05
IDK,none,A,global,1.0,3,1000,0.0,0.05
IDK,none,A,global,1.0,4,1000,0.0,0.05
LOF,none,A,global,0.0,0,1000,0.8981473684210527,0.3694394881934506
LOF,none,A,global,0.0,1,1000,0.8993473684210527,0.467622272759795
LOF,none,A,global,0.0,2,1000,0.937557894736842,0.5560670796806476
LOF,none,A,global,0.0,3,1000,0.9253473684210526,0.5837254629627346
LOF,none,A,global,0.0,4,1000,0.8318736842105263,0.3599650418121483
LOF,none,A,global,0.1,0,1000,0.7328736842105263,0.1199366657274917
LOF,none,A,global,0.1,1,1000,0.7418736842105264,0.1517404463224078
LOF,none,A,global,0.1,2,1000,0.804821052631579,0.2312379976553649
LOF,none,A,global,0.1,3,1000,0.7830526315789472,0.2378238067923478
LOF,none,A,global,0.1,4,1000,0.6208210526315789,0.1279195288782711
LOF,none,A,global,0.2,0,1000,0.3754421052631579,0.0398151995031542
LOF,none,A,global,0.2,1,1000,0.3811263157894736,0.0401513833720573
LOF,none,A,global,0.2,2,1000,0.4280631578947368,0.0508974448189126
LOF,none,A,global,0.2,3,1000,0.4176947368421052,0.0505609392147508
LOF,none,A,global,0.2,4,1000,0.3035368421052631,0.0386577866890436
LOF,none,A,global,0.3,0,1000,0.0533473684210526,0.0263176046541364
LOF,none,A,global,0.3,1,1000,0.0591578947368421,0.0263103438769627
LOF,none,A,global,0.3,2,1000,0.1042736842105263,0.027139250899321
LOF,none,A,global,0.3,3,1000,0.111178947368421,0.0271712657103842
LOF,none,A,global,0.3,4,1000,0.0940631578947368,0.0268393131705613
LOF,none,A,global,0.4,0,1000,0.001178947368421,0.0259321690765846
LOF,none,A,global,0.4,1,1000,0.0022105263157894,0.0259299629841841
LOF,none,A,global,0.4,2,1000,0.009178947368421,0.0259474537515147
LOF,none,A,global,0.4,3,1000,0.0077052631578947,0.0259455626949578
LOF,none,A,global,0.4,4,1000,0.0104631578947368,0.0259722351125003
LOF,none,A,global,0.5,0,1000,0.0002526315789473,0.0259277670701995
LOF,none,A,global,0.5,1,1000,0.0,0.0259272355839443
LOF,none,A,global,0.5,2,1000,0.0006315789473684,0.0259283715080041
LOF,none,A,global,0.5,3,1000,0.0001684210526315,0.0259275017000136
LOF,none,A,global,0.5,4,1000,0.001978947368421,0.0259339284401714
LOF,none,A,global,0.6,0,1000,6.315789473684274e-05,0.0259273021361412
LOF,none,A,global,0.6,1,1000,0.0,0.0259272355839443
LOF,none,A,global,0.6,2,1000,0.0002105263157894,0.025927656056514
LOF,none,A,global,0.6,3,1000,0.0001473684210526,0.0259274572383773
LOF,none,A,global,0.6,4,1000,0.0027368421052631,0.0259364975323841
LOF,none,A,global,0.7,0,1000,0.0,0.0259272355839443
LOF,none,A,global,0.7,1,1000,0.0,0.0259272355839443
LOF,none,A,global,0.7,2,1000,0.0002315789473684,0.025927546821937
LOF,none,A,global,0.7,3,1000,0.0002105263157894,0.0259278302859717
LOF,none,A,global,0.7,4,1000,0.0015368421052631,0.0259322017333125
LOF,none,A,global,0.8,0,1000,0.0,0.0259272355839443
LOF,none,A,global,0.8,1,1000,0.0,0.0259272355839443
LOF,none,A,global,0.8,2,1000,2.105263157894832e-05,0.0259272577213066
LOF,none,A,global,0.8,3,1000,4.210526315789664e-05,0.0259273019030172
LOF,none,A,global,0.8,4,1000,0.0,0.0259272355839443
LOF,none,A,global,0.9,0,1000,0.0,0.0259272355839443
LOF,none,A,global,0.9,1,1000,0.0,0.0259272355839443
LOF,none,A,global,0.9,2,1000,0.0,0.0259272355839443
LOF,none,A,global,0.9,3,1000,0.0,0.0259272355839443
LOF,none,A,global,0.9,4,1000,0.0,0.0259272355839443
LOF,none,A,global,1.0,0,1000,0.0,0.05
LOF,none,A,global,1.0,1,1000,0.0,0.05
LOF,none,A,global,1.0,2,1000,0.0,0.05
LOF,none,A,global,1.0,3,1000,0.0,0.05
LOF,none,A,global,1.0,4,1000,0.0,0.05
ONE,indirect,A,global,0.0,0,1000,0.4943157894736842,0.0568502879465874
ONE,indirect,A,global,0.0,1,1000,0.4981052631578947,0.0616410509428995
ONE,indirect,A,global,0.0,2,1000,0.5778315789473685,0.0711095461434628
ONE,indirect,A,global,0.0,3,1000,0.4409473684210526,0.0428468865458847
ONE,indirect,A,global,0.0,4,1000,0.5056631578947368,0.0530748847050141
ONE,indirect,A,global,0.1,0,1000,0.5496842105263158,0.0717992830026656
ONE,indirect,A,global,0.1,1,1000,0.513178947368421,0.0597696603566683
ONE,indirect,A,global,0.1,2,1000,0.3948842105263158,0.0392412148000401
ONE,indirect,A,global,0.1,3,1000,0.4972210526315789,0.0565810047910931
ONE,indirect,A,global,0.1,4,1000,0.5243789473684211,0.0510372921444646
ONE,indirect,A,global,0.2,0,1000,0.5116842105263159,0.0602062662196604
ONE,indirect,A,global,0.2,1,1000,0.434778947368421,0.0422330501494541
ONE,indirect,A,global,0.2,2,1000,0.5149894736842106,0.0510600335676589
ONE,indirect,A,global,0.2,3,1000,0.4789894736842106,0.0526624300325915
ONE,indirect,A,global,0.2,4,1000,0.5192631578947369,0.0691815731447731
ONE,indirect,A,global,0.3,0,1000,0.450778947368421,0.0661955091384305
ONE,indirect,A,global,0.3,1,1000,0.482421052631579,0.048379450848239
ONE,indirect,A,global,0.3,2,1000,0.5440631578947369,0.0674256579193407
ONE,indirect,A,global,0.3,3,1000,0.4872421052631578,0.0656815860348965
ONE,indirect,A,global,0.3,4,1000,0.4485684210526316,0.0474426030989067
ONE,indirect,A,global,0.4,0,1000,0.5265052631578947,0.0558709170878471
ONE,indirect,A,global,0.4,1,1000,0.4156,0.0411703282032153
ONE,indirect,A,global,0.4,2,1000,0.4952631578947368,0.0536823586049831
ONE,indirect,A,global,0.4,3,1000,0.3972631578947369,0.045985342662433
ONE,indirect,A,global,0.4,4,1000,0.4994736842105262,0.0527726812755797
ONE,indirect,A,global,0.5,0,1000,0.4194736842105263,0.0447247851723171
ONE,indirect,A,global,0.5,1,1000,0.5441894736842106,0.0583689946277605
ONE,indirect,A,global,0.5,2,1000,0.4393263157894737,0.0432560687176594
ONE,indirect,A,global,0.5,3,1000,0.4685052631578946,0.0452100773464836
ONE,indirect,A,global,0.5,4,1000,0.5218736842105263,0.0653743335399528
ONE,indirect,A,global,0.6,0,1000,0.4847157894736842,0.0526105341084378
ONE,indirect,A,global,0.6,1,1000,0.5056842105263157,0.053758904127225
ONE,indirect,A,global,0.6,2,1000,0.4423999999999999,0.0453496331934403
ONE,indirect,A,global,0.6,3,1000,0.5773052631578948,0.0674937815358557
ONE,indirect,A,global,0.6,4,1000,0.3867157894736842,0.0389050115478765
ONE,indirect,A,global,0.7,0,1000,0.5076421052631579,0.0496310345365905
ONE,indirect,A,global,0.7,1,1000,0.4585263157894737,0.0463897017647078
ONE,indirect,A,global,0.7,2,1000,0.4976631578947368,0.0520615660035368
ONE,indirect,A,global,0.7,3,1000,0.4864,0.047278260932842
ONE,indirect,A,global,0.7,4,1000,0.4210736842105263,0.0410924872139326
ONE,indirect,A,global,0.8,0,1000,0.4988210526315789,0.050307538768177
ONE,indirect,A,global,0.8,1,1000,0.4728631578947369,0.0492215141622895
ONE,indirect,A,global,0.8,2,1000,0.4486947368421052,0.0429432906787137
ONE,indirect,A,global,0.8,3,1000,0.4844,0.0501825911014971
ONE,indirect,A,global,0.8,4,1000,0.3733052631578947,0.0370921122216964
ONE,indirect,A,global,0.9,0,1000,0.4449894736842105,0.0427095081296462
ONE,indirect,A,global,0.9,1,1000,0.4703578947368421,0.0606469723967623
ONE,indirect,A,global,0.9,2,1000,0.4897263157894737,0.0564610589789128
ONE,indirect,A,global,0.9,3,1000,0.4273263157894737,0.0483037181260531
ONE,indirect,A,global,0.9,4,1000,0.4868842105263158,0.0478708633357051
ONE,indirect,A,global,1.0,0,1000,0.4518947368421053,0.0433981506219148
ONE,indirect,A,global,1.0,1,1000,0.4745894736842104,0.0501824747924342
ONE,indirect,A,global,1.0,2,1000,0.4069894736842105,0.040165187325076
ONE,indirect,A,global,1.0,3,1000,0.4419368421052632,0.0593392996137094
ONE,indirect,A,global,1.0,4,1000,0.5709052631578947,0.0706481662224677
Radar,indirect,A,global,0.0,0,1000,0.5670315789473686,0.0591498648330402
Radar,indirect,A,global,0.0,1,1000,0.4769473684210526,0.0471543899301064
Radar,indirect,A,global,0.0,2,1000,0.4925473684210525,0.0468474931320491
Radar,indirect,A,global,0.0,3,1000,0.4344736842105263,0.041132355700085
Radar,indirect,A,global,0.0,4,1000,0.4641684210526315,0.0432252949520241
Radar,indirect,A,global,0.1,0,1000,0.5569684210526316,0.0558732909276518
Radar,indirect,A,global,0.1,1,1000,0.4622526315789473,0.044719432897603
Radar,indirect,A,global,0.1,2,1000,0.4876,0.0462058851130108
Radar,indirect,A,global,0.1,3,1000,0.436378947368421,0.0410972226572957
Radar,indirect,A,global,0.1,4,1000,0.4674315789473684,0.0434407101325913
Radar,indirect,A,global,0.2,0,1000,0.5469684210526315,0.0534352548399836
Radar,indirect,A,global,0.2,1,1000,0.4531368421052631,0.0433401416682102
Radar,indirect,A,global,0.2,2,1000,0.4836421052631579,0.0457579236868951
Radar,indirect,A,global,0.2,3,1000,0.4353052631578947,0.0409536693298294
Radar,indirect,A,global,0.2,4,1000,0.4721473684210526,0.0437509566278057
Radar,indirect,A,global,0.3,0,1000,0.5365473684210527,0.0513046877759445
Radar,indirect,A,global,0.3,1,1000,0.4466105263157894,0.0424873437149575
Radar,indirect,A,global,0.3,2,1000,0.4813473684210527,0.0455232202684494
Radar,indirect,A,global,0.3,3,1000,0.4356421052631579,0.0409756592429761
Radar,indirect,A,global,0.3,4,1000,0.4772210526315789,0.0440996188042558
Radar,indirect,A,global,0.4,0,1000,0.5243157894736842,0.0493319301863578
Radar,indirect,A,global,0.4,1,1000,0.4434947368421052,0.0420755861942817
Radar,indirect,A,global,0.4,2,1000,0.4803894736842105,0.0454666210379351
Radar,indirect,A,global,0.4,3,1000,0.435978947368421,0.0410424226976524
Radar,indirect,A,global,0.4,4,1000,0.4813052631578947,0.0444424243878485
Radar,indirect,A,global,0.5,0,1000,0.5119157894736842,0.0477067689097113
Radar,indirect,A,global,0.5,1,1000,0.4470315789473684,0.0422483327725332
Radar,indirect,A,global,0.5,2,1000,0.4797473684210526,0.0454451490381934
Radar,indirect,A,global,0.5,3,1000,0.4351368421052631,0.0410043974593133
Radar,indirect,A,global,0.5,4,1000,0.4816526315789473,0.0445099885444768
Radar,indirect,A,global,0.6,0,1000,0.4992,0.0463679682014423
Radar,indirect,A,global,0.6,1,1000,0.4550526315789473,0.042761705819003
Radar,indirect,A,global,0.6,2,1000,0.4805894736842105,0.0456153779458474
Radar,indirect,A,global,0.6,3,1000,0.4326947368421052,0.0408172377707729
Radar,indirect,A,global,0.6,4,1000,0.4772210526315789,0.0442091319161883
Radar,indirect,A,global,0.7,0,1000,0.4893263157894736,0.04546154900766
Radar,indirect,A,global,0.7,1,1000,0.467578947368421,0.0437064925087328
Radar,indirect,A,global,0.7,2,1000,0.4826315789473684,0.0457380917936009
Radar,indirect,A,global,0.7,3,1000,0.438421052631579,0.0411998131776346
Radar,indirect,A,global,0.7,4,1000,0.4690526315789474,0.0435977906005713
Radar,indirect,A,global,0.8,0,1000,0.4882736842105263,0.045379573058479
Radar,indirect,A,global,0.8,1,1000,0.4785684210526316,0.0445715572602602
Radar,indirect,A,global,0.8,2,1000,0.4876210526315789,0.0461413266230808
Radar,indirect,A,global,0.8,3,1000,0.4490947368421052,0.0419622299978743
Radar,indirect,A,global,0.8,4,1000,0.4679368421052631,0.0435216903586529
Radar,indirect,A,global,0.9,0,1000,0.4850105263157895,0.0451395324658123
Radar,indirect,A,global,0.9,1,1000,0.4795157894736842,0.0446682541287858
Radar,indirect,A,global,0.9,2,1000,0.4931684210526316,0.0464043923181663
Radar,indirect,A,global,0.9,3,1000,0.4472,0.0418489586655989
Radar,indirect,A,global,0.9,4,1000,0.4725684210526316,0.0439590210833066
Radar,indirect,A,global,1.0,0,1000,0.4871368421052631,0.045378156785345
Radar,indirect,A,global,1.0,1,1000,0.4781894736842105,0.0445700949521594
Radar,indirect,A,global,1.0,2,1000,0.4908842105263157,0.046319140868079
Radar,indirect,A,global,1.0,3,1000,0.4464421052631579,0.041986800462971
Radar,indirect,A,global,1.0,4,1000,0.4694842105263158,0.0437227941207362
iForest,none,A,global,0.0,0,1000,0.7200421052631578,0.137173852657665
iForest,none,A,global,0.0,1,1000,0.6310526315789474,0.0878065286517742
iForest,none,A,global,0.0,2,1000,0.5893473684210526,0.0724964272744589
iForest,none,A,global,0.0,3,1000,0.6664000000000001,0.1199366621455885
iForest,none,A,global,0.0,4,1000,0.5084210526315789,0.066986567540769
iForest,none,A,global,0.1,0,1000,0.496778947368421,0.0492622606613944
iForest,none,A,global,0.1,1,1000,0.4261894736842105,0.0418026981212977
iForest,none,A,global,0.1,2,1000,0.3617894736842105,0.0385309533308296
iForest,none,A,global,0.1,3,1000,0.468378947368421,0.0504599610339721
iForest,none,A,global,0.1,4,1000,0.296421052631579,0.0348203613025893
iForest,none,A,global,0.2,0,1000,0.2692210526315789,0.0318818295313915
iForest,none,A,global,0.2,1,1000,0.2169684210526315,0.0299576021642432
iForest,none,A,global,0.2,2,1000,0.1812842105263158,0.0289390641528902
iForest,none,A,global,0.2,3,1000,0.205178947368421,0.0295269736077509
iForest,none,A,global,0.2,4,1000,0.1380210526315789,0.0277601211757628
iForest,none,A,global,0.3,0,1000,0.0666105263157894,0.0266719426117347
iForest,none,A,global,0.3,1,1000,0.0524631578947368,0.0264699893068513
iForest,none,A,global,0.3,2,1000,0.0696842105263157,0.0266669803956869
iForest,none,A,global,0.3,3,1000,0.0659157894736842,0.0265583378883825
iForest,none,A,global,0.3,4,1000,0.0421473684210526,0.026226093909254
iForest,none,A,global,0.4,0,1000,0.0126105263157894,0.0260111752888134
iForest,none,A,global,0.4,1,1000,0.0070105263157894,0.025979418026539
iForest,none,A,global,0.4,2,1000,0.0122105263157894,0.0260161083428641
iForest,none,A,global,0.4,3,1000,0.0085894736842105,0.0259731199349958
iForest,none,A,global,0.4,4,1000,0.0067368421052631,0.0259502746659988
iForest,none,A,global,0.5,0,1000,0.0003157894736842,0.0259280748137189
iForest,none,A,global,0.5,1,1000,0.0003157894736842,0.0259286151752458
iForest,none,A,global,0.5,2,1000,0.0009473684210526,0.0259291119744038
iForest,none,A,global,0.5,3,1000,0.0004210526315789,0.0259283177890856
iForest,none,A,global,0.5,4,1000,0.0002526315789473,0.0259275043442538
iForest,none,A,global,0.6,0,1000,0.0,0.0259272355839443
iForest,none,A,global,0.6,1,1000,0.0,0.0259272355839443
iForest,none,A,global,0.6,2,1000,0.0,0.0259272355839443
iForest,none,A,global,0.6,3,1000,0.0,0.0259272355839443
iForest,none,A,global,0.6,4,1000,0.0,0.0259272355839443
iForest,none,A,global,0.7,0,1000,0.0,0.0259272355839443
iForest,none,A,global,0.7,1,1000,0.0,0.0259272355839443
iForest,none,A,global,0.7,2,1000,0.0,0.0259272355839443
iForest,none,A,global,0.7,3,1000,0.0,0.0259272355839443
iForest,none,A,global,0.7,4,1000,0.0,0.0259272355839443
iForest,none,A,global,0.8,0,1000,0.0,0.0259272355839443
iForest,none,A,global,0.8,1,1000,0.0,0.0259272355839443
iForest,none,A,global,0.8,2,1000,0.0,0.0259272355839443
iForest,none,A,global,0.8,3,1000,0.0,0.0259272355839443
iForest,none,A,global,0.8,4,1000,0.0,0.0259272355839443
iForest,none,A,global,0.9,0,1000,0.0,0.0259272355839443
iForest,none,A,global,0.9,1,1000,0.0,0.0259272355839443
iForest,none,A,global,0.9,2,1000,0.0,0.0259272355839443
iForest,none,A,global,0.9,3,1000,0.0,0.0259272355839443
iForest,none,A,global,0.9,4,1000,0.0,0.0259272355839443
iForest,none,A,global,1.0,0,1000,0.0,0.05
iForest,none,A,global,1.0,1,1000,0.0,0.05
iForest,none,A,global,1.0,2,1000,0.0,0.05
iForest,none,A,global,1.0,3,1000,0.0,0.05
iForest,none,A,global,1.0,4,1000,0.0,0.05
AnomalyDAE,indirect,A,local,0.0,0,1000,0.8710947368421051,0.5436277348112605
AnomalyDAE,indirect,A,local,0.0,1,1000,0.9693473684210526,0.7712852004848719
AnomalyDAE,indirect,A,local,0.0,2,1000,0.968778947368421,0.7842825913318178
AnomalyDAE,indirect,A,local,0.0,3,1000,0.9606315789473684,0.6559113360592618
AnomalyDAE,indirect,A,local,0.0,4,1000,0.8179578947368421,0.411951543333678
AnomalyDAE,indirect,A,local,0.1,0,1000,0.8940842105263158,0.4614316276960086
AnomalyDAE,indirect,A,local,0.1,1,1000,0.8449894736842106,0.2392116200358351
AnomalyDAE,indirect,A,local,0.1,2,1000,0.8389473684210527,0.3593789735963387
AnomalyDAE,indirect,A,local,0.1,3,1000,0.9489052631578948,0.5402413189062281
AnomalyDAE,indirect,A,local,0.1,4,1000,0.7238736842105263,0.3906895339685796
AnomalyDAE,indirect,A,local,0.2,0,1000,0.6817684210526316,0.1064848631313383
AnomalyDAE,indirect,A,local,0.2,1,1000,0.6386526315789474,0.1988203343935931
AnomalyDAE,indirect,A,local,0.2,2,1000,0.7996631578947369,0.2456146092198346
AnomalyDAE,indirect,A,local,0.2,3,1000,0.8523368421052632,0.4786789031850026
AnomalyDAE,indirect,A,local,0.2,4,1000,0.7082947368421053,0.1910482233447745
AnomalyDAE,indirect,A,local,0.3,0,1000,0.5921263157894737,0.0684188255328897
AnomalyDAE,indirect,A,local,0.3,1,1000,0.5670315789473686,0.0588541239276164
AnomalyDAE,indirect,A,local,0.3,2,1000,0.4930315789473684,0.0509764911914621
AnomalyDAE,indirect,A,local,0.3,3,1000,0.5048631578947369,0.0528183648466902
AnomalyDAE,indirect,A,local,0.3,4,1000,0.4635789473684211,0.0767278406307431
AnomalyDAE,indirect,A,local,0.4,0,1000,0.459957894736842,0.0446917703074601
AnomalyDAE,indirect,A,local,0.4,1,1000,0.3426105263157895,0.0354304138231186
AnomalyDAE,indirect,A,local,0.4,2,1000,0.2997263157894737,0.0333944911674283
AnomalyDAE,indirect,A,local,0.4,3,1000,0.3714105263157895,0.0405699974311089
AnomalyDAE,indirect,A,local,0.4,4,1000,0.3778315789473684,0.044089493012973
AnomalyDAE,indirect,A,local,0.5,0,1000,0.1870736842105263,0.0291081757724612
AnomalyDAE,indirect,A,local,0.5,1,1000,0.1889052631578947,0.0317037862431444
AnomalyDAE,indirect,A,local,0.5,2,1000,0.3032842105263157,0.0333554401327608
AnomalyDAE,indirect,A,local,0.5,3,1000,0.1146736842105263,0.0274875405217307
AnomalyDAE,indirect,A,local,0.5,4,1000,0.1558736842105263,0.0280474161000067
AnomalyDAE,indirect,A,local,0.6,0,1000,0.0500421052631579,0.0263928906413909
AnomalyDAE,indirect,A,local,0.6,1,1000,0.2303157894736842,0.0303377046209476
AnomalyDAE,indirect,A,local,0.6,2,1000,0.0498105263157894,0.0262869490099252
AnomalyDAE,indirect,A,local,0.6,3,1000,0.0332,0.0261329127818281
AnomalyDAE,indirect,A,local,0.6,4,1000,0.0686947368421052,0.0267066582595167
AnomalyDAE,indirect,A,local,0.7,0,1000,0.023178947368421,0.0260066437703404
AnomalyDAE,indirect,A,local,0.7,1,1000,0.062,0.0263377652043697
AnomalyDAE,indirect,A,local,0.7,2,1000,0.0446736842105263,0.0262849515672498
AnomalyDAE,indirect,A,local,0.7,3,1000,0.089178947368421,0.0270293834858016
AnomalyDAE,indirect,A,local,0.7,4,1000,0.0021052631578947,0.0259334188622994
AnomalyDAE,indirect,A,local,0.8,0,1000,0.0001263157894736,0.0259273909204868
AnomalyDAE,indirect,A,local,0.8,1,1000,0.0173052631578947,0.0259802083506468
AnomalyDAE,indirect,A,local,0.8,2,1000,0.0602315789473684,0.0264133063040662
AnomalyDAE,indirect,A,local,0.8,3,1000,0.0851368421052631,0.0266678364251621
AnomalyDAE,indirect,A,local,0.8,4,1000,0.0013684210526315,0.025929091285914
AnomalyDAE,indirect,A,local,0.9,0,1000,0.0,0.0259272355839443
AnomalyDAE,indirect,A,local,0.9,1,1000,0.0029894736842105,0.0259342093457407
AnomalyDAE,indirect,A,local,0.9,2,1000,0.0012,0.0259290746463051
AnomalyDAE,indirect,A,local,0.9,3,1000,0.0065473684210526,0.0259571541946796
AnomalyDAE,indirect,A,local,0.9,4,1000,0.0027578947368421,0.0259318047114797
AnomalyDAE,indirect,A,local,1.0,0,1000,0.0008631578947368,0.0259336061531134
AnomalyDAE,indirect,A,local,1.0,1,1000,0.1632,0.0298293907193296
AnomalyDAE,indirect,A,local,1.0,2,1000,0.1781263157894737,0.0288617993791581
