gamma,global_dist,local_dist
0.0,4.976715087890625,4.976715087890625
0.1,4.479043483734131,4.482369422912598
0.2,3.981372117996216,3.9885997772216797
0.3,3.4837005138397217,3.4956507682800293
0.4,2.9860291481018066,3.0039262771606445
0.5,2.4883575439453125,2.5141453742980957
0.6,1.9906859397888184,2.0277161598205566
0.7,1.4930145740509033,1.5478026866912842
0.8,0.9953429698944092,1.0831003189086914
0.9,0.4976714551448822,0.666237473487854
1.0,3.354830369062256e-07,0.4560612440109253
