detector,camouflage,gamma,seed,n_seeds,condition,auc
CoLA,global,0.7,4,5,rand_feats,0.4929473684210526
CoLA,global,0.8,0,5,full,0.7926315789473685
CoLA,global,0.8,0,5,no_edges,0.9772842105263158
CoLA,global,0.8,0,5,rand_feats,0.5067157894736842
CoLA,global,0.8,1,5,full,0.777978947368421
CoLA,global,0.8,1,5,no_edges,0.9826526315789473
CoLA,global,0.8,1,5,rand_feats,0.5126105263157894
CoLA,global,0.8,2,5,full,0.7952
CoLA,global,0.8,2,5,no_edges,0.9790105263157894
CoLA,global,0.8,2,5,rand_feats,0.4669894736842105
CoLA,global,0.8,3,5,full,0.7557263157894737
CoLA,global,0.8,3,5,no_edges,0.9716421052631579
CoLA,global,0.8,3,5,rand_feats,0.4994315789473684
CoLA,global,0.8,4,5,full,0.7877684210526317
CoLA,global,0.8,4,5,no_edges,0.9790315789473685
CoLA,global,0.8,4,5,rand_feats,0.5018105263157895
CoLA,global,0.9,0,5,full,0.786021052631579
CoLA,global,0.9,0,5,no_edges,0.9845473684210526
CoLA,global,0.9,0,5,rand_feats,0.4907157894736842
CoLA,global,0.9,1,5,full,0.8163789473684211
CoLA,global,0.9,1,5,no_edges,0.9886105263157895
CoLA,global,0.9,1,5,rand_feats,0.5333052631578947
CoLA,global,0.9,2,5,full,0.7834315789473684
CoLA,global,0.9,2,5,no_edges,0.9864421052631579
CoLA,global,0.9,2,5,rand_feats,0.47113684210526313
CoLA,global,0.9,3,5,full,0.8086105263157894
CoLA,global,0.9,3,5,no_edges,0.9865263157894737
CoLA,global,0.9,3,5,rand_feats,0.5409052631578948
CoLA,global,0.9,4,5,full,0.8066315789473685
CoLA,global,0.9,4,5,no_edges,0.9865894736842105
CoLA,global,0.9,4,5,rand_feats,0.5164842105263158
CoLA,global,1.0,0,5,full,0.7903157894736842
CoLA,global,1.0,0,5,no_edges,0.9828210526315789
CoLA,global,1.0,0,5,rand_feats,0.44665263157894736
CoLA,global,1.0,1,5,full,0.8197263157894736
CoLA,global,1.0,1,5,no_edges,0.9888631578947368
CoLA,global,1.0,1,5,rand_feats,0.520421052631579
CoLA,global,1.0,2,5,full,0.7974105263157896
CoLA,global,1.0,2,5,no_edges,0.9886105263157895
CoLA,global,1.0,2,5,rand_feats,0.47652631578947363
CoLA,global,1.0,3,5,full,0.8067368421052631
CoLA,global,1.0,3,5,no_edges,0.9911157894736842
CoLA,global,1.0,3,5,rand_feats,0.5369894736842105
CoLA,global,1.0,4,5,full,0.8084842105263158
CoLA,global,1.0,4,5,no_edges,0.9899368421052631
CoLA,global,1.0,4,5,rand_feats,0.4869263157894737
CoLA,local,0.0,0,5,full,0.6850105263157894
CoLA,local,0.0,0,5,no_edges,0.33130526315789477
CoLA,local,0.0,0,5,rand_feats,0.5134947368421053
CoLA,local,0.0,1,5,full,0.6976631578947369
CoLA,local,0.0,1,5,no_edges,0.40193684210526315
CoLA,local,0.0,1,5,rand_feats,0.5219578947368422
CoLA,local,0.0,2,5,full,0.7243368421052632
CoLA,local,0.0,2,5,no_edges,0.34136842105263154
CoLA,local,0.0,2,5,rand_feats,0.4786315789473684
CoLA,local,0.0,3,5,full,0.6800421052631579
CoLA,local,0.0,3,5,no_edges,0.38035789473684206
CoLA,local,0.0,3,5,rand_feats,0.4930736842105263
CoLA,local,0.0,4,5,full,0.6596000000000001
CoLA,local,0.0,4,5,no_edges,0.4182526315789474
CoLA,local,0.0,4,5,rand_feats,0.5421684210526317
CoLA,local,0.1,0,5,full,0.6873052631578948
CoLA,local,0.1,0,5,no_edges,0.4466105263157895
CoLA,local,0.1,0,5,rand_feats,0.48157894736842105
CoLA,local,0.1,1,5,full,0.7734315789473684
CoLA,local,0.1,1,5,no_edges,0.48256842105263154
CoLA,local,0.1,1,5,rand_feats,0.4885894736842105
CoLA,local,0.1,2,5,full,0.6900210526315789
CoLA,local,0.1,2,5,no_edges,0.36143157894736844
CoLA,local,0.1,2,5,rand_feats,0.44745263157894744
CoLA,local,0.1,3,5,full,0.7005684210526316
CoLA,local,0.1,3,5,no_edges,0.4530947368421053
CoLA,local,0.1,3,5,rand_feats,0.5073684210526316
CoLA,local,0.1,4,5,full,0.6749473684210526
CoLA,local,0.1,4,5,no_edges,0.33825263157894736
CoLA,local,0.1,4,5,rand_feats,0.5064842105263158
CoLA,local,0.2,0,5,full,0.6955789473684211
CoLA,local,0.2,0,5,no_edges,0.5053052631578947
CoLA,local,0.2,0,5,rand_feats,0.46437894736842106
CoLA,local,0.2,1,5,full,0.7002736842105264
CoLA,local,0.2,1,5,no_edges,0.5970736842105263
CoLA,local,0.2,1,5,rand_feats,0.4975789473684211
CoLA,local,0.2,2,5,full,0.7426315789473685
CoLA,local,0.2,2,5,no_edges,0.49665263157894735
CoLA,local,0.2,2,5,rand_feats,0.5162526315789474
CoLA,local,0.2,3,5,full,0.7144842105263157
CoLA,local,0.2,3,5,no_edges,0.5526526315789474
CoLA,local,0.2,3,5,rand_feats,0.5172
CoLA,local,0.2,4,5,full,0.6212421052631579
CoLA,local,0.2,4,5,no_edges,0.5665684210526316
CoLA,local,0.2,4,5,rand_feats,0.5306526315789474
CoLA,local,0.3,0,5,full,0.7137052631578947
CoLA,local,0.3,0,5,no_edges,0.4927578947368421
CoLA,local,0.3,0,5,rand_feats,0.4377894736842105
CoLA,local,0.3,1,5,full,0.7550947368421053
CoLA,local,0.3,1,5,no_edges,0.6035789473684211
CoLA,local,0.3,1,5,rand_feats,0.46227368421052634
CoLA,local,0.3,2,5,full,0.6918736842105263
CoLA,local,0.3,2,5,no_edges,0.5928421052631578
CoLA,local,0.3,2,5,rand_feats,0.3994105263157895
CoLA,local,0.3,3,5,full,0.6724842105263158
CoLA,local,0.3,3,5,no_edges,0.6384421052631579
CoLA,local,0.3,3,5,rand_feats,0.5116631578947368
CoLA,local,0.3,4,5,full,0.5953052631578948
CoLA,local,0.3,4,5,no_edges,0.5727578947368421
CoLA,local,0.3,4,5,rand_feats,0.5150526315789473
CoLA,local,0.4,0,5,full,0.669578947368421
CoLA,local,0.4,0,5,no_edges,0.6085263157894737
CoLA,local,0.4,0,5,rand_feats,0.48410526315789476
CoLA,local,0.4,1,5,full,0.7050315789473683
CoLA,local,0.4,1,5,no_edges,0.7135157894736842
CoLA,local,0.4,1,5,rand_feats,0.501178947368421
CoLA,local,0.4,2,5,full,0.7211473684210526
CoLA,local,0.4,2,5,no_edges,0.5718526315789475
CoLA,local,0.4,2,5,rand_feats,0.4878526315789474
CoLA,local,0.4,3,5,full,0.7129684210526316
CoLA,local,0.4,3,5,no_edges,0.6095157894736842
CoLA,local,0.4,3,5,rand_feats,0.4570947368421053
CoLA,local,0.4,4,5,full,0.6633473684210527
CoLA,local,0.4,4,5,no_edges,0.6492842105263159
CoLA,local,0.4,4,5,rand_feats,0.5136631578947368
CoLA,local,0.5,0,5,full,0.6172421052631579
CoLA,local,0.5,0,5,no_edges,0.7498315789473684
CoLA,local,0.5,0,5,rand_feats,0.46715789473684205
CoLA,local,0.5,1,5,full,0.6456631578947369
CoLA,local,0.5,1,5,no_edges,0.8494315789473684
CoLA,local,0.5,1,5,rand_feats,0.4388421052631579
CoLA,local,0.5,2,5,full,0.6410526315789473
CoLA,local,0.5,2,5,no_edges,0.8077684210526315
CoLA,local,0.5,2,5,rand_feats,0.45444210526315787
CoLA,local,0.5,3,5,full,0.6389263157894737
CoLA,local,0.5,3,5,no_edges,0.8586736842105263
CoLA,local,0.5,3,5,rand_feats,0.45970526315789473
CoLA,local,0.5,4,5,full,0.6237684210526315
CoLA,local,0.5,4,5,no_edges,0.6804
CoLA,local,0.5,4,5,rand_feats,0.4961263157894737
CoLA,local,0.6,0,5,full,0.6904842105263158
CoLA,local,0.6,0,5,no_edges,0.8901894736842104
CoLA,local,0.6,0,5,rand_feats,0.48473684210526313
CoLA,local,0.6,1,5,full,0.6664210526315788
CoLA,local,0.6,1,5,no_edges,0.8623789473684209
CoLA,local,0.6,1,5,rand_feats,0.5010947368421053
CoLA,local,0.6,2,5,full,0.6662842105263157
CoLA,local,0.6,2,5,no_edges,0.8190105263157894
CoLA,local,0.6,2,5,rand_feats,0.4470105263157895
CoLA,local,0.6,3,5,full,0.561178947368421
CoLA,local,0.6,3,5,no_edges,0.8455368421052631
CoLA,local,0.6,3,5,rand_feats,0.46917894736842103
CoLA,local,0.6,4,5,full,0.5733263157894737
CoLA,local,0.6,4,5,no_edges,0.8228
CoLA,local,0.6,4,5,rand_feats,0.5042526315789473
CoLA,local,0.7,0,5,full,0.6309263157894737
CoLA,local,0.7,0,5,no_edges,0.9193052631578948
CoLA,local,0.7,0,5,rand_feats,0.4865263157894737
CoLA,local,0.7,1,5,full,0.6493684210526315
CoLA,local,0.7,1,5,no_edges,0.9125263157894737
CoLA,local,0.7,1,5,rand_feats,0.5118947368421052
CoLA,local,0.7,2,5,full,0.6508421052631579
CoLA,local,0.7,2,5,no_edges,0.9286421052631579
CoLA,local,0.7,2,5,rand_feats,0.47576842105263156
CoLA,local,0.7,3,5,full,0.6652210526315789
CoLA,local,0.7,3,5,no_edges,0.9125684210526316
CoLA,local,0.7,3,5,rand_feats,0.5254315789473685
CoLA,local,0.7,4,5,full,0.542821052631579
CoLA,local,0.7,4,5,no_edges,0.9025052631578947
CoLA,local,0.7,4,5,rand_feats,0.5598526315789474
CoLA,local,0.8,0,5,full,0.5924
CoLA,local,0.8,0,5,no_edges,0.937242105263158
CoLA,local,0.8,0,5,rand_feats,0.4468
CoLA,local,0.8,1,5,full,0.564
CoLA,local,0.8,1,5,no_edges,0.9331368421052632
CoLA,local,0.8,1,5,rand_feats,0.4998631578947368
CoLA,local,0.8,2,5,full,0.5393684210526316
CoLA,local,0.8,2,5,no_edges,0.9047157894736841
CoLA,local,0.8,2,5,rand_feats,0.4666947368421053
CoLA,local,0.8,3,5,full,0.5224210526315789
CoLA,local,0.8,3,5,no_edges,0.9518526315789474
CoLA,local,0.8,3,5,rand_feats,0.5457684210526316
CoLA,local,0.8,4,5,full,0.5085894736842105
CoLA,local,0.8,4,5,no_edges,0.9328421052631579
CoLA,local,0.8,4,5,rand_feats,0.4997473684210526
CoLA,local,0.9,0,5,full,0.5830947368421052
CoLA,local,0.9,0,5,no_edges,0.9213052631578947
CoLA,local,0.9,0,5,rand_feats,0.45002105263157893
CoLA,local,0.9,1,5,full,0.5882315789473684
CoLA,local,0.9,1,5,no_edges,0.9410315789473683
CoLA,local,0.9,1,5,rand_feats,0.44486315789473685
CoLA,local,0.9,2,5,full,0.4816
CoLA,local,0.9,2,5,no_edges,0.9076
CoLA,local,0.9,2,5,rand_feats,0.5263578947368421
CoLA,local,0.9,3,5,full,0.5536842105263158
CoLA,local,0.9,3,5,no_edges,0.9004842105263158
CoLA,local,0.9,3,5,rand_feats,0.5147578947368421
CoLA,local,0.9,4,5,full,0.41141052631578945
CoLA,local,0.9,4,5,no_edges,0.9516631578947369
CoLA,local,0.9,4,5,rand_feats,0.46040000000000003
CoLA,local,1.0,0,5,full,0.5464631578947368
CoLA,local,1.0,0,5,no_edges,0.8251368421052632
CoLA,local,1.0,0,5,rand_feats,0.4438736842105263
CoLA,local,1.0,1,5,full,0.5017052631578947
CoLA,local,1.0,1,5,no_edges,0.9172210526315789
CoLA,local,1.0,1,5,rand_feats,0.4435157894736842
CoLA,local,1.0,2,5,full,0.5175263157894736
CoLA,local,1.0,2,5,no_edges,0.8654631578947369
CoLA,local,1.0,2,5,rand_feats,0.49599999999999994
CoLA,local,1.0,3,5,full,0.46783157894736843
CoLA,local,1.0,3,5,no_edges,0.9362631578947368
CoLA,local,1.0,3,5,rand_feats,0.4943578947368421
CoLA,local,1.0,4,5,full,0.5120421052631579
CoLA,local,1.0,4,5,no_edges,0.8758736842105262
CoLA,local,1.0,4,5,rand_feats,0.49827368421052637
DOMINANT,global,0.0,0,5,full,0.9850736842105263
DOMINANT,global,0.0,0,5,no_edges,0.6901473684210526
DOMINANT,global,0.0,0,5,rand_feats,0.4705263157894737
DOMINANT,global,0.0,1,5,full,0.9944842105263157
DOMINANT,global,0.0,1,5,no_edges,0.6856631578947369
DOMINANT,global,0.0,1,5,rand_feats,0.5016842105263157
DOMINANT,global,0.0,2,5,full,0.9781894736842105
DOMINANT,global,0.0,2,5,no_edges,0.7380631578947369
DOMINANT,global,0.0,2,5,rand_feats,0.5184631578947368
DOMINANT,global,0.0,3,5,full,0.9906736842105264
DOMINANT,global,0.0,3,5,no_edges,0.7670947368421053
DOMINANT,global,0.0,3,5,rand_feats,0.44709473684210527
DOMINANT,global,0.0,4,5,full,0.9410526315789474
DOMINANT,global,0.0,4,5,no_edges,0.7053894736842105
DOMINANT,global,0.0,4,5,rand_feats,0.516821052631579
DOMINANT,global,0.1,0,5,full,0.9579368421052631
DOMINANT,global,0.1,0,5,no_edges,0.37507368421052634
DOMINANT,global,0.1,0,5,rand_feats,0.47187368421052633
DOMINANT,global,0.1,1,5,full,0.974063157894737
DOMINANT,global,0.1,1,5,no_edges,0.5184
DOMINANT,global,0.1,1,5,rand_feats,0.5025473684210526
DOMINANT,global,0.1,2,5,full,0.8969473684210526
DOMINANT,global,0.1,2,5,no_edges,0.40936842105263166
DOMINANT,global,0.1,2,5,rand_feats,0.5184421052631579
DOMINANT,global,0.1,3,5,full,0.9663578947368421
DOMINANT,global,0.1,3,5,no_edges,0.5870736842105264
DOMINANT,global,0.1,3,5,rand_feats,0.4454736842105263
DOMINANT,global,0.1,4,5,full,0.8981052631578947
DOMINANT,global,0.1,4,5,no_edges,0.5184421052631578
DOMINANT,global,0.1,4,5,rand_feats,0.5161473684210527
DOMINANT,global,0.2,0,5,full,0.9060631578947369
DOMINANT,global,0.2,0,5,no_edges,0.2411578947368421
DOMINANT,global,0.2,0,5,rand_feats,0.47132631578947365
DOMINANT,global,0.2,1,5,full,0.8705473684210526
DOMINANT,global,0.2,1,5,no_edges,0.35840000000000005
DOMINANT,global,0.2,1,5,rand_feats,0.5016
DOMINANT,global,0.2,2,5,full,0.8832631578947369
DOMINANT,global,0.2,2,5,no_edges,0.2809263157894737
DOMINANT,global,0.2,2,5,rand_feats,0.5178315789473684
DOMINANT,global,0.2,3,5,full,0.9197263157894736
DOMINANT,global,0.2,3,5,no_edges,0.41513684210526314
DOMINANT,global,0.2,3,5,rand_feats,0.4473473684210526
DOMINANT,global,0.2,4,5,full,0.8156842105263158
DOMINANT,global,0.2,4,5,no_edges,0.33107368421052635
DOMINANT,global,0.2,4,5,rand_feats,0.5164421052631579
DOMINANT,global,0.3,0,5,full,0.7823789473684211
DOMINANT,global,0.3,0,5,no_edges,0.14303157894736845
DOMINANT,global,0.3,0,5,rand_feats,0.47185263157894736
DOMINANT,global,0.3,1,5,full,0.807221052631579
DOMINANT,global,0.3,1,5,no_edges,0.1464
DOMINANT,global,0.3,1,5,rand_feats,0.5033263157894737
DOMINANT,global,0.3,2,5,full,0.8142526315789472
DOMINANT,global,0.3,2,5,no_edges,0.15364210526315789
DOMINANT,global,0.3,2,5,rand_feats,0.5174105263157895
DOMINANT,global,0.3,3,5,full,0.8505052631578948
DOMINANT,global,0.3,3,5,no_edges,0.16347368421052633
DOMINANT,global,0.3,3,5,rand_feats,0.4464631578947369
DOMINANT,global,0.3,4,5,full,0.7277473684210527
DOMINANT,global,0.3,4,5,no_edges,0.1374315789473684
DOMINANT,global,0.3,4,5,rand_feats,0.5159368421052631
DOMINANT,global,0.4,0,5,full,0.5146736842105263
DOMINANT,global,0.4,0,5,no_edges,0.019242105263157894
DOMINANT,global,0.4,0,5,rand_feats,0.47166315789473684
DOMINANT,global,0.4,1,5,full,0.6354526315789473
DOMINANT,global,0.4,1,5,no_edges,0.04675789473684211
DOMINANT,global,0.4,1,5,rand_feats,0.5027999999999999
DOMINANT,global,0.4,2,5,full,0.7210105263157894
DOMINANT,global,0.4,2,5,no_edges,0.07132631578947367
DOMINANT,global,0.4,2,5,rand_feats,0.5161473684210527
DOMINANT,global,0.4,3,5,full,0.6591157894736842
DOMINANT,global,0.4,3,5,no_edges,0.031010526315789474
DOMINANT,global,0.4,3,5,rand_feats,0.44898947368421055
DOMINANT,global,0.4,4,5,full,0.5733894736842106
DOMINANT,global,0.4,4,5,no_edges,0.06263157894736843
DOMINANT,global,0.4,4,5,rand_feats,0.5166526315789474
DOMINANT,global,0.5,0,5,full,0.48844210526315796
DOMINANT,global,0.5,0,5,no_edges,0.00446315789473686
DOMINANT,global,0.5,0,5,rand_feats,0.471221052631579
DOMINANT,global,0.5,1,5,full,0.4263157894736842
DOMINANT,global,0.5,1,5,no_edges,0.009936842105263166
DOMINANT,global,0.5,1,5,rand_feats,0.5028842105263158
DOMINANT,global,0.5,2,5,full,0.5698736842105263
DOMINANT,global,0.5,2,5,no_edges,0.007242105263157893
DOMINANT,global,0.5,2,5,rand_feats,0.5178736842105263
DOMINANT,global,0.5,3,5,full,0.6290526315789474
DOMINANT,global,0.5,3,5,no_edges,0.010105263157894739
DOMINANT,global,0.5,3,5,rand_feats,0.44682105263157895
DOMINANT,global,0.5,4,5,full,0.4900842105263158
DOMINANT,global,0.5,4,5,no_edges,0.011726315789473687
DOMINANT,global,0.5,4,5,rand_feats,0.5150736842105264
DOMINANT,global,0.6,0,5,full,0.3486315789473684
DOMINANT,global,0.6,0,5,no_edges,0.00012631578947368548
DOMINANT,global,0.6,0,5,rand_feats,0.47216842105263157
DOMINANT,global,0.6,1,5,full,0.31221052631578944
DOMINANT,global,0.6,1,5,no_edges,0.002652631578947382
DOMINANT,global,0.6,1,5,rand_feats,0.502378947368421
DOMINANT,global,0.6,2,5,full,0.5060631578947368
DOMINANT,global,0.6,2,5,no_edges,0.0017894736842105296
DOMINANT,global,0.6,2,5,rand_feats,0.5180210526315789
DOMINANT,global,0.6,3,5,full,0.4356631578947368
DOMINANT,global,0.6,3,5,no_edges,6.315789473684274e-05
DOMINANT,global,0.6,3,5,rand_feats,0.44677894736842105
DOMINANT,global,0.6,4,5,full,0.4434526315789474
DOMINANT,global,0.6,4,5,no_edges,0.0
DOMINANT,global,0.6,4,5,rand_feats,0.5155473684210526
DOMINANT,global,0.7,0,5,full,0.16768421052631577
DOMINANT,global,0.7,0,5,no_edges,0.0
DOMINANT,global,0.7,0,5,rand_feats,0.47065263157894743
DOMINANT,global,0.7,1,5,full,0.21290526315789476
DOMINANT,global,0.7,1,5,no_edges,0.0
DOMINANT,global,0.7,1,5,rand_feats,0.5022736842105263
DOMINANT,global,0.7,2,5,full,0.12027368421052632
DOMINANT,global,0.7,2,5,no_edges,0.0
DOMINANT,global,0.7,2,5,rand_feats,0.5181473684210527
DOMINANT,global,0.7,3,5,full,0.19143157894736845
DOMINANT,global,0.7,3,5,no_edges,0.0
DOMINANT,global,0.7,3,5,rand_feats,0.4478526315789474
DOMINANT,global,0.7,4,5,full,0.18650526315789476
DOMINANT,global,0.7,4,5,no_edges,0.0
DOMINANT,global,0.7,4,5,rand_feats,0.5150736842105262
DOMINANT,global,0.8,0,5,full,0.08945263157894737
DOMINANT,global,0.8,0,5,no_edges,0.0
DOMINANT,global,0.8,0,5,rand_feats,0.47225263157894737
DOMINANT,global,0.8,1,5,full,0.030189473684210537
DOMINANT,global,0.8,1,5,no_edges,0.0
DOMINANT,global,0.8,1,5,rand_feats,0.5033473684210527
DOMINANT,global,0.8,2,5,full,0.2905263157894737
DOMINANT,global,0.8,2,5,no_edges,0.0
DOMINANT,global,0.8,2,5,rand_feats,0.5182526315789473
DOMINANT,global,0.8,3,5,full,0.0712421052631579
DOMINANT,global,0.8,3,5,no_edges,0.0
DOMINANT,global,0.8,3,5,rand_feats,0.44642105263157894
DOMINANT,global,0.8,4,5,full,0.17591578947368422
DOMINANT,global,0.8,4,5,no_edges,0.0
DOMINANT,global,0.8,4,5,rand_feats,0.5146947368421053
DOMINANT,global,0.9,0,5,full,0.12292631578947369
DOMINANT,global,0.9,0,5,no_edges,0.0
DOMINANT,global,0.9,0,5,rand_feats,0.4712842105263158
DOMINANT,global,0.9,1,5,full,0.02162105263157895
DOMINANT,global,0.9,1,5,no_edges,0.0
DOMINANT,global,0.9,1,5,rand_feats,0.5037052631578947
DOMINANT,global,0.9,2,5,full,0.21366315789473683
DOMINANT,global,0.9,2,5,no_edges,0.0
DOMINANT,global,0.9,2,5,rand_feats,0.5181052631578947
DOMINANT,global,0.9,3,5,full,0.09463157894736843
DOMINANT,global,0.9,3,5,no_edges,0.0
DOMINANT,global,0.9,3,5,rand_feats,0.44661052631578946
DOMINANT,global,0.9,4,5,full,0.17309473684210527
DOMINANT,global,0.9,4,5,no_edges,0.0
DOMINANT,global,0.9,4,5,rand_feats,0.5161684210526316
DOMINANT,global,1.0,0,5,full,0.07202105263157896
DOMINANT,global,1.0,0,5,no_edges,0.0
DOMINANT,global,1.0,0,5,rand_feats,0.4719368421052631
DOMINANT,global,1.0,1,5,full,0.05498947368421053
DOMINANT,global,1.0,1,5,no_edges,0.0
DOMINANT,global,1.0,1,5,rand_feats,0.5024631578947368
DOMINANT,global,1.0,2,5,full,0.15543157894736842
DOMINANT,global,1.0,2,5,no_edges,0.0
DOMINANT,global,1.0,2,5,rand_feats,0.5185684210526316
DOMINANT,global,1.0,3,5,full,0.21094736842105263
DOMINANT,global,1.0,3,5,no_edges,0.0
DOMINANT,global,1.0,3,5,rand_feats,0.44650526315789474
DOMINANT,global,1.0,4,5,full,0.13903157894736842
DOMINANT,global,1.0,4,5,no_edges,0.0
DOMINANT,global,1.0,4,5,rand_feats,0.5155578947368421
DOMINANT,local,0.0,0,5,full,0.9802526315789474
DOMINANT,local,0.0,0,5,no_edges,0.6864210526315789
DOMINANT,local,0.0,0,5,rand_feats,0.4719578947368421
DOMINANT,local,0.0,1,5,full,0.9896631578947368
DOMINANT,local,0.0,1,5,no_edges,0.6394947368421052
DOMINANT,local,0.0,1,5,rand_feats,0.5041052631578947
DOMINANT,local,0.0,2,5,full,0.9809052631578947
DOMINANT,local,0.0,2,5,no_edges,0.5702315789473684
DOMINANT,local,0.0,2,5,rand_feats,0.5166315789473684
DOMINANT,local,0.0,3,5,full,0.9881894736842105
DOMINANT,local,0.0,3,5,no_edges,0.7459789473684211
DOMINANT,local,0.0,3,5,rand_feats,0.45122105263157897
DOMINANT,local,0.0,4,5,full,0.9558947368421052
DOMINANT,local,0.0,4,5,no_edges,0.7216842105263157
DOMINANT,local,0.0,4,5,rand_feats,0.5163368421052632
DOMINANT,local,0.1,0,5,full,0.9293473684210527
DOMINANT,local,0.1,0,5,no_edges,0.5721684210526315
DOMINANT,local,0.1,0,5,rand_feats,0.4717052631578947
DOMINANT,local,0.1,1,5,full,0.932778947368421
DOMINANT,local,0.1,1,5,no_edges,0.3260842105263158
DOMINANT,local,0.1,1,5,rand_feats,0.5037368421052631
DOMINANT,local,0.1,2,5,full,0.9213263157894737
DOMINANT,local,0.1,2,5,no_edges,0.4791368421052632
DOMINANT,local,0.1,2,5,rand_feats,0.5195578947368421
DOMINANT,local,0.1,3,5,full,0.9558315789473685
DOMINANT,local,0.1,3,5,no_edges,0.5762526315789473
DOMINANT,local,0.1,3,5,rand_feats,0.44597894736842103
DOMINANT,local,0.1,4,5,full,0.9122315789473684
DOMINANT,local,0.1,4,5,no_edges,0.5326947368421053
DOMINANT,local,0.1,4,5,rand_feats,0.5155157894736841
DOMINANT,local,0.2,0,5,full,0.8442526315789474
DOMINANT,local,0.2,0,5,no_edges,0.36936842105263157
DOMINANT,local,0.2,0,5,rand_feats,0.4722736842105263
DOMINANT,local,0.2,1,5,full,0.8439157894736843
DOMINANT,local,0.2,1,5,no_edges,0.1998105263157895
DOMINANT,local,0.2,1,5,rand_feats,0.502378947368421
DOMINANT,local,0.2,2,5,full,0.8171789473684211
DOMINANT,local,0.2,2,5,no_edges,0.28962105263157895
DOMINANT,local,0.2,2,5,rand_feats,0.5174315789473685
DOMINANT,local,0.2,3,5,full,0.8761473684210527
DOMINANT,local,0.2,3,5,no_edges,0.40570526315789474
DOMINANT,local,0.2,3,5,rand_feats,0.44608421052631575
DOMINANT,local,0.2,4,5,full,0.7803578947368421
DOMINANT,local,0.2,4,5,no_edges,0.34162105263157894
DOMINANT,local,0.2,4,5,rand_feats,0.5154105263157895
DOMINANT,local,0.3,0,5,full,0.6064842105263158
DOMINANT,local,0.3,0,5,no_edges,0.12633684210526314
DOMINANT,local,0.3,0,5,rand_feats,0.4713473684210526
DOMINANT,local,0.3,1,5,full,0.5686105263157895
DOMINANT,local,0.3,1,5,no_edges,0.18618947368421054
DOMINANT,local,0.3,1,5,rand_feats,0.5024421052631578
DOMINANT,local,0.3,2,5,full,0.659157894736842
DOMINANT,local,0.3,2,5,no_edges,0.19642105263157894
DOMINANT,local,0.3,2,5,rand_feats,0.5176000000000001
DOMINANT,local,0.3,3,5,full,0.6926947368421053
DOMINANT,local,0.3,3,5,no_edges,0.20181052631578944
DOMINANT,local,0.3,3,5,rand_feats,0.44663157894736844
DOMINANT,local,0.3,4,5,full,0.6285684210526317
DOMINANT,local,0.3,4,5,no_edges,0.19728421052631578
DOMINANT,local,0.3,4,5,rand_feats,0.5153052631578947
DOMINANT,local,0.4,0,5,full,0.3206315789473685
DOMINANT,local,0.4,0,5,no_edges,0.06498947368421053
DOMINANT,local,0.4,0,5,rand_feats,0.4699578947368421
DOMINANT,local,0.4,1,5,full,0.21827368421052631
DOMINANT,local,0.4,1,5,no_edges,0.03130526315789474
DOMINANT,local,0.4,1,5,rand_feats,0.5029684210526315
DOMINANT,local,0.4,2,5,full,0.37061052631578945
DOMINANT,local,0.4,2,5,no_edges,0.03770526315789473
DOMINANT,local,0.4,2,5,rand_feats,0.5179578947368422
DOMINANT,local,0.4,3,5,full,0.41488421052631574
DOMINANT,local,0.4,3,5,no_edges,0.08096842105263156
DOMINANT,local,0.4,3,5,rand_feats,0.44665263157894736
DOMINANT,local,0.4,4,5,full,0.35741052631578946
DOMINANT,local,0.4,4,5,no_edges,0.05105263157894737
DOMINANT,local,0.4,4,5,rand_feats,0.5158315789473684
DOMINANT,local,0.5,0,5,full,0.0848
DOMINANT,local,0.5,0,5,no_edges,0.025600000000000005
DOMINANT,local,0.5,0,5,rand_feats,0.4716
DOMINANT,local,0.5,1,5,full,0.06486315789473683
DOMINANT,local,0.5,1,5,no_edges,0.013831578947368427
DOMINANT,local,0.5,1,5,rand_feats,0.5033052631578947
DOMINANT,local,0.5,2,5,full,0.12709473684210526
DOMINANT,local,0.5,2,5,no_edges,0.012842105263157908
DOMINANT,local,0.5,2,5,rand_feats,0.5176842105263157
DOMINANT,local,0.5,3,5,full,0.14290526315789473
DOMINANT,local,0.5,3,5,no_edges,0.012715789473684217
DOMINANT,local,0.5,3,5,rand_feats,0.44751578947368414
DOMINANT,local,0.5,4,5,full,0.12886315789473685
DOMINANT,local,0.5,4,5,no_edges,0.016400000000000005
DOMINANT,local,0.5,4,5,rand_feats,0.5158736842105264
DOMINANT,local,0.6,0,5,full,0.007852631578947371
DOMINANT,local,0.6,0,5,no_edges,0.0004210526315789509
DOMINANT,local,0.6,0,5,rand_feats,0.473578947368421
DOMINANT,local,0.6,1,5,full,0.01193684210526316
DOMINANT,local,0.6,1,5,no_edges,0.0005263157894736881
DOMINANT,local,0.6,1,5,rand_feats,0.5027578947368421
DOMINANT,local,0.6,2,5,full,0.038778947368421066
DOMINANT,local,0.6,2,5,no_edges,0.0010105263157894773
DOMINANT,local,0.6,2,5,rand_feats,0.5180631578947368
DOMINANT,local,0.6,3,5,full,0.044673684210526324
DOMINANT,local,0.6,3,5,no_edges,0.00094736842105263
DOMINANT,local,0.6,3,5,rand_feats,0.4473684210526316
DOMINANT,local,0.6,4,5,full,0.02473684210526318
DOMINANT,local,0.6,4,5,no_edges,0.005494736842105275
