detector,camouflage,gamma,seed,n_seeds,condition,auc
DOMINANT,local,0.6,4,5,rand_feats,0.514821052631579
DOMINANT,local,0.7,0,5,full,0.00046315789473684317
DOMINANT,local,0.7,0,5,no_edges,0.0001473684210526316
DOMINANT,local,0.7,0,5,rand_feats,0.47292631578947364
DOMINANT,local,0.7,1,5,full,0.00025263157894737096
DOMINANT,local,0.7,1,5,no_edges,0.0
DOMINANT,local,0.7,1,5,rand_feats,0.502821052631579
DOMINANT,local,0.7,2,5,full,0.006884210526315797
DOMINANT,local,0.7,2,5,no_edges,2.105263157894832e-05
DOMINANT,local,0.7,2,5,rand_feats,0.5171789473684211
DOMINANT,local,0.7,3,5,full,0.0017473684210526353
DOMINANT,local,0.7,3,5,no_edges,0.00021052631578947435
DOMINANT,local,0.7,3,5,rand_feats,0.44701052631578947
DOMINANT,local,0.7,4,5,full,0.0018736842105263319
DOMINANT,local,0.7,4,5,no_edges,2.105263157894832e-05
DOMINANT,local,0.7,4,5,rand_feats,0.5155789473684209
DOMINANT,local,0.8,0,5,full,0.0
DOMINANT,local,0.8,0,5,no_edges,0.0
DOMINANT,local,0.8,0,5,rand_feats,0.4707789473684211
DOMINANT,local,0.8,1,5,full,0.0
DOMINANT,local,0.8,1,5,no_edges,0.0
DOMINANT,local,0.8,1,5,rand_feats,0.5023578947368421
DOMINANT,local,0.8,2,5,full,0.0005473684210526342
DOMINANT,local,0.8,2,5,no_edges,0.0
DOMINANT,local,0.8,2,5,rand_feats,0.5191789473684211
DOMINANT,local,0.8,3,5,full,0.00018947368421052603
DOMINANT,local,0.8,3,5,no_edges,0.0
DOMINANT,local,0.8,3,5,rand_feats,0.4463578947368421
DOMINANT,local,0.8,4,5,full,0.00014736842105263827
DOMINANT,local,0.8,4,5,no_edges,0.0
DOMINANT,local,0.8,4,5,rand_feats,0.5172210526315789
DOMINANT,local,0.9,0,5,full,0.0
DOMINANT,local,0.9,0,5,no_edges,0.0
DOMINANT,local,0.9,0,5,rand_feats,0.4722105263157894
DOMINANT,local,0.9,1,5,full,0.0
DOMINANT,local,0.9,1,5,no_edges,0.0
DOMINANT,local,0.9,1,5,rand_feats,0.502421052631579
DOMINANT,local,0.9,2,5,full,4.210526315789664e-05
DOMINANT,local,0.9,2,5,no_edges,0.0
DOMINANT,local,0.9,2,5,rand_feats,0.5179578947368422
DOMINANT,local,0.9,3,5,full,0.0
DOMINANT,local,0.9,3,5,no_edges,0.0
DOMINANT,local,0.9,3,5,rand_feats,0.44494736842105265
DOMINANT,local,0.9,4,5,full,0.0
DOMINANT,local,0.9,4,5,no_edges,0.0
DOMINANT,local,0.9,4,5,rand_feats,0.5164421052631579
DOMINANT,local,1.0,0,5,full,0.0
DOMINANT,local,1.0,0,5,no_edges,0.0
DOMINANT,local,1.0,0,5,rand_feats,0.47107368421052626
DOMINANT,local,1.0,1,5,full,0.0
DOMINANT,local,1.0,1,5,no_edges,0.0
DOMINANT,local,1.0,1,5,rand_feats,0.502821052631579
DOMINANT,local,1.0,2,5,full,0.0
DOMINANT,local,1.0,2,5,no_edges,0.0
DOMINANT,local,1.0,2,5,rand_feats,0.5180631578947369
DOMINANT,local,1.0,3,5,full,0.0
DOMINANT,local,1.0,3,5,no_edges,0.0
DOMINANT,local,1.0,3,5,rand_feats,0.4454947368421053
DOMINANT,local,1.0,4,5,full,0.0
DOMINANT,local,1.0,4,5,no_edges,0.0
DOMINANT,local,1.0,4,5,rand_feats,0.5175157894736843
DONE,global,0.0,0,5,full,0.6849052631578947
DONE,global,0.0,0,5,no_edges,0.624
DONE,global,0.0,0,5,rand_feats,0.4882526315789473
DONE,global,0.0,1,5,full,0.6692
DONE,global,0.0,1,5,no_edges,0.6209473684210527
DONE,global,0.0,1,5,rand_feats,0.48850526315789466
DONE,global,0.0,2,5,full,0.6713684210526316
DONE,global,0.0,2,5,no_edges,0.5938947368421053
DONE,global,0.0,2,5,rand_feats,0.4662947368421053
DONE,global,0.0,3,5,full,0.7181473684210526
DONE,global,0.0,3,5,no_edges,0.6320210526315789
DONE,global,0.0,3,5,rand_feats,0.45456842105263157
DONE,global,0.0,4,5,full,0.6853263157894738
DONE,global,0.0,4,5,no_edges,0.522821052631579
DONE,global,0.0,4,5,rand_feats,0.5310947368421053
DONE,global,0.1,0,5,full,0.5450526315789473
DONE,global,0.1,0,5,no_edges,0.5023578947368421
DONE,global,0.1,0,5,rand_feats,0.49122105263157906
DONE,global,0.1,1,5,full,0.546021052631579
DONE,global,0.1,1,5,no_edges,0.4439368421052632
DONE,global,0.1,1,5,rand_feats,0.46686315789473687
DONE,global,0.1,2,5,full,0.5138105263157895
DONE,global,0.1,2,5,no_edges,0.3989894736842105
DONE,global,0.1,2,5,rand_feats,0.4897684210526316
DONE,global,0.1,3,5,full,0.5993263157894736
DONE,global,0.1,3,5,no_edges,0.4355368421052632
DONE,global,0.1,3,5,rand_feats,0.45934736842105267
DONE,global,0.1,4,5,full,0.48324210526315786
DONE,global,0.1,4,5,no_edges,0.4288842105263158
DONE,global,0.1,4,5,rand_feats,0.5442736842105264
DONE,global,0.2,0,5,full,0.3246526315789474
DONE,global,0.2,0,5,no_edges,0.2769263157894737
DONE,global,0.2,0,5,rand_feats,0.4861263157894737
DONE,global,0.2,1,5,full,0.3912842105263158
DONE,global,0.2,1,5,no_edges,0.24496842105263156
DONE,global,0.2,1,5,rand_feats,0.47025263157894737
DONE,global,0.2,2,5,full,0.40237894736842106
DONE,global,0.2,2,5,no_edges,0.24461052631578947
DONE,global,0.2,2,5,rand_feats,0.5014315789473685
DONE,global,0.2,3,5,full,0.42591578947368414
DONE,global,0.2,3,5,no_edges,0.3333894736842105
DONE,global,0.2,3,5,rand_feats,0.4597263157894737
DONE,global,0.2,4,5,full,0.37705263157894736
DONE,global,0.2,4,5,no_edges,0.3236210526315789
DONE,global,0.2,4,5,rand_feats,0.5208210526315789
DONE,global,0.3,0,5,full,0.22069473684210525
DONE,global,0.3,0,5,no_edges,0.1956
DONE,global,0.3,0,5,rand_feats,0.5343368421052632
DONE,global,0.3,1,5,full,0.2124842105263158
DONE,global,0.3,1,5,no_edges,0.1630315789473684
DONE,global,0.3,1,5,rand_feats,0.5303157894736843
DONE,global,0.3,2,5,full,0.23774736842105262
DONE,global,0.3,2,5,no_edges,0.15229473684210523
DONE,global,0.3,2,5,rand_feats,0.5085263157894737
DONE,global,0.3,3,5,full,0.17692631578947368
DONE,global,0.3,3,5,no_edges,0.188
DONE,global,0.3,3,5,rand_feats,0.4626526315789473
DONE,global,0.3,4,5,full,0.26328421052631573
DONE,global,0.3,4,5,no_edges,0.22273684210526318
DONE,global,0.3,4,5,rand_feats,0.5406947368421053
DONE,global,0.4,0,5,full,0.17296842105263163
DONE,global,0.4,0,5,no_edges,0.14195789473684212
DONE,global,0.4,0,5,rand_feats,0.4562736842105263
DONE,global,0.4,1,5,full,0.12730526315789475
DONE,global,0.4,1,5,no_edges,0.09298947368421054
DONE,global,0.4,1,5,rand_feats,0.538
DONE,global,0.4,2,5,full,0.15368421052631576
DONE,global,0.4,2,5,no_edges,0.1572842105263158
DONE,global,0.4,2,5,rand_feats,0.4761263157894737
DONE,global,0.4,3,5,full,0.07591578947368421
DONE,global,0.4,3,5,no_edges,0.10048421052631579
DONE,global,0.4,3,5,rand_feats,0.5166736842105263
DONE,global,0.4,4,5,full,0.16103157894736841
DONE,global,0.4,4,5,no_edges,0.057978947368421054
DONE,global,0.4,4,5,rand_feats,0.48252631578947375
DONE,global,0.5,0,5,full,0.04505263157894737
DONE,global,0.5,0,5,no_edges,0.08993684210526316
DONE,global,0.5,0,5,rand_feats,0.5178736842105263
DONE,global,0.5,1,5,full,0.06437894736842106
DONE,global,0.5,1,5,no_edges,0.11269473684210526
DONE,global,0.5,1,5,rand_feats,0.46505263157894733
DONE,global,0.5,2,5,full,0.06867368421052633
DONE,global,0.5,2,5,no_edges,0.09800000000000005
DONE,global,0.5,2,5,rand_feats,0.5129894736842106
DONE,global,0.5,3,5,full,0.07850526315789473
DONE,global,0.5,3,5,no_edges,0.05221052631578948
DONE,global,0.5,3,5,rand_feats,0.4981684210526316
DONE,global,0.5,4,5,full,0.02720000000000001
DONE,global,0.5,4,5,no_edges,0.15846315789473683
DONE,global,0.5,4,5,rand_feats,0.5338736842105264
DONE,global,0.6,0,5,full,0.054400000000000025
DONE,global,0.6,0,5,no_edges,0.08082105263157895
DONE,global,0.6,0,5,rand_feats,0.4748210526315789
DONE,global,0.6,1,5,full,0.022610526315789477
DONE,global,0.6,1,5,no_edges,0.0780421052631579
DONE,global,0.6,1,5,rand_feats,0.527978947368421
DONE,global,0.6,2,5,full,0.07549473684210527
DONE,global,0.6,2,5,no_edges,0.037452631578947376
DONE,global,0.6,2,5,rand_feats,0.5250105263157895
DONE,global,0.6,3,5,full,0.05446315789473684
DONE,global,0.6,3,5,no_edges,0.05086315789473684
DONE,global,0.6,3,5,rand_feats,0.4787789473684211
DONE,global,0.6,4,5,full,0.04949473684210526
DONE,global,0.6,4,5,no_edges,0.12456842105263158
DONE,global,0.6,4,5,rand_feats,0.49808421052631574
DONE,global,0.7,0,5,full,0.038905263157894734
DONE,global,0.7,0,5,no_edges,0.03863157894736843
DONE,global,0.7,0,5,rand_feats,0.4768631578947368
DONE,global,0.7,1,5,full,0.04490526315789474
DONE,global,0.7,1,5,no_edges,0.0707578947368421
DONE,global,0.7,1,5,rand_feats,0.4842736842105263
DONE,global,0.7,2,5,full,0.05218947368421052
DONE,global,0.7,2,5,no_edges,0.029368421052631582
DONE,global,0.7,2,5,rand_feats,0.5421473684210526
DONE,global,0.7,3,5,full,0.0568842105263158
DONE,global,0.7,3,5,no_edges,0.0910736842105263
DONE,global,0.7,3,5,rand_feats,0.47966315789473685
DONE,global,0.7,4,5,full,0.027578947368421067
DONE,global,0.7,4,5,no_edges,0.03957894736842106
DONE,global,0.7,4,5,rand_feats,0.556021052631579
DONE,global,0.8,0,5,full,0.016926315789473692
DONE,global,0.8,0,5,no_edges,0.043915789473684214
DONE,global,0.8,0,5,rand_feats,0.4793052631578947
DONE,global,0.8,1,5,full,0.0374526315789474
DONE,global,0.8,1,5,no_edges,0.04591578947368422
DONE,global,0.8,1,5,rand_feats,0.5232210526315789
DONE,global,0.8,2,5,full,0.04913684210526317
DONE,global,0.8,2,5,no_edges,0.061115789473684214
DONE,global,0.8,2,5,rand_feats,0.4562105263157895
DONE,global,0.8,3,5,full,0.11551578947368422
DONE,global,0.8,3,5,no_edges,0.06309473684210527
DONE,global,0.8,3,5,rand_feats,0.48751578947368424
DONE,global,0.8,4,5,full,0.15635789473684208
DONE,global,0.8,4,5,no_edges,0.06698947368421053
DONE,global,0.8,4,5,rand_feats,0.4650736842105263
DONE,global,0.9,0,5,full,0.040252631578947366
DONE,global,0.9,0,5,no_edges,0.020694736842105266
DONE,global,0.9,0,5,rand_feats,0.49103157894736843
DONE,global,0.9,1,5,full,0.0035789473684210505
DONE,global,0.9,1,5,no_edges,0.07787368421052633
DONE,global,0.9,1,5,rand_feats,0.45837894736842105
DONE,global,0.9,2,5,full,0.024231578947368427
DONE,global,0.9,2,5,no_edges,0.11084210526315791
DONE,global,0.9,2,5,rand_feats,0.5249263157894737
DONE,global,0.9,3,5,full,0.07903157894736842
DONE,global,0.9,3,5,no_edges,0.030926315789473684
DONE,global,0.9,3,5,rand_feats,0.461221052631579
DONE,global,0.9,4,5,full,0.058863157894736846
DONE,global,0.9,4,5,no_edges,0.06037894736842106
DONE,global,0.9,4,5,rand_feats,0.5150315789473684
DONE,global,1.0,0,5,full,0.15789473684210525
DONE,global,1.0,0,5,no_edges,0.07282105263157894
DONE,global,1.0,0,5,rand_feats,0.47336842105263155
DONE,global,1.0,1,5,full,0.008294736842105266
DONE,global,1.0,1,5,no_edges,0.002947368421052634
DONE,global,1.0,1,5,rand_feats,0.49821052631578944
DONE,global,1.0,2,5,full,0.028694736842105266
DONE,global,1.0,2,5,no_edges,0.04448421052631579
DONE,global,1.0,2,5,rand_feats,0.5385052631578947
DONE,global,1.0,3,5,full,0.03555789473684211
DONE,global,1.0,3,5,no_edges,0.015747368421052628
DONE,global,1.0,3,5,rand_feats,0.48658947368421046
DONE,global,1.0,4,5,full,0.041389473684210525
DONE,global,1.0,4,5,no_edges,0.04890526315789474
DONE,global,1.0,4,5,rand_feats,0.5258736842105263
DONE,local,0.0,0,5,full,0.6657894736842105
DONE,local,0.0,0,5,no_edges,0.6168631578947369
DONE,local,0.0,0,5,rand_feats,0.5398105263157895
DONE,local,0.0,1,5,full,0.6597052631578948
DONE,local,0.0,1,5,no_edges,0.6225473684210526
DONE,local,0.0,1,5,rand_feats,0.5062736842105262
DONE,local,0.0,2,5,full,0.6249894736842105
DONE,local,0.0,2,5,no_edges,0.5892842105263157
DONE,local,0.0,2,5,rand_feats,0.4917263157894737
DONE,local,0.0,3,5,full,0.6622947368421053
DONE,local,0.0,3,5,no_edges,0.5955368421052631
DONE,local,0.0,3,5,rand_feats,0.41661052631578954
DONE,local,0.0,4,5,full,0.6305263157894737
DONE,local,0.0,4,5,no_edges,0.5570947368421052
DONE,local,0.0,4,5,rand_feats,0.5258105263157895
DONE,local,0.1,0,5,full,0.5661052631578947
DONE,local,0.1,0,5,no_edges,0.46077894736842107
DONE,local,0.1,0,5,rand_feats,0.4852
DONE,local,0.1,1,5,full,0.5766947368421054
DONE,local,0.1,1,5,no_edges,0.45124210526315783
DONE,local,0.1,1,5,rand_feats,0.5078315789473684
DONE,local,0.1,2,5,full,0.5637894736842105
DONE,local,0.1,2,5,no_edges,0.4748
DONE,local,0.1,2,5,rand_feats,0.5161473684210526
DONE,local,0.1,3,5,full,0.49846315789473683
DONE,local,0.1,3,5,no_edges,0.5232421052631578
DONE,local,0.1,3,5,rand_feats,0.5138315789473685
DONE,local,0.1,4,5,full,0.5140842105263158
DONE,local,0.1,4,5,no_edges,0.3509052631578947
DONE,local,0.1,4,5,rand_feats,0.4858315789473684
DONE,local,0.2,0,5,full,0.3313052631578947
DONE,local,0.2,0,5,no_edges,0.33252631578947367
DONE,local,0.2,0,5,rand_feats,0.4898315789473684
DONE,local,0.2,1,5,full,0.34082105263157897
DONE,local,0.2,1,5,no_edges,0.23985263157894737
DONE,local,0.2,1,5,rand_feats,0.5161894736842104
DONE,local,0.2,2,5,full,0.3486736842105263
DONE,local,0.2,2,5,no_edges,0.28770526315789474
DONE,local,0.2,2,5,rand_feats,0.5202526315789473
DONE,local,0.2,3,5,full,0.4076
DONE,local,0.2,3,5,no_edges,0.4094947368421053
DONE,local,0.2,3,5,rand_feats,0.4354947368421052
DONE,local,0.2,4,5,full,0.3896842105263158
DONE,local,0.2,4,5,no_edges,0.29536842105263156
DONE,local,0.2,4,5,rand_feats,0.569178947368421
DONE,local,0.3,0,5,full,0.15856842105263158
DONE,local,0.3,0,5,no_edges,0.2262736842105263
DONE,local,0.3,0,5,rand_feats,0.5010947368421053
DONE,local,0.3,1,5,full,0.2588
DONE,local,0.3,1,5,no_edges,0.1999578947368421
DONE,local,0.3,1,5,rand_feats,0.5135368421052632
DONE,local,0.3,2,5,full,0.2333473684210526
DONE,local,0.3,2,5,no_edges,0.2356
DONE,local,0.3,2,5,rand_feats,0.500842105263158
DONE,local,0.3,3,5,full,0.22402105263157895
DONE,local,0.3,3,5,no_edges,0.22018947368421055
DONE,local,0.3,3,5,rand_feats,0.4513473684210526
DONE,local,0.3,4,5,full,0.25498947368421054
DONE,local,0.3,4,5,no_edges,0.20002105263157896
DONE,local,0.3,4,5,rand_feats,0.5224421052631579
DONE,local,0.4,0,5,full,0.09593684210526317
DONE,local,0.4,0,5,no_edges,0.24429473684210526
DONE,local,0.4,0,5,rand_feats,0.44922105263157897
DONE,local,0.4,1,5,full,0.1003578947368421
DONE,local,0.4,1,5,no_edges,0.07770526315789472
DONE,local,0.4,1,5,rand_feats,0.5495578947368421
DONE,local,0.4,2,5,full,0.13242105263157894
DONE,local,0.4,2,5,no_edges,0.1333684210526316
DONE,local,0.4,2,5,rand_feats,0.46793684210526315
DONE,local,0.4,3,5,full,0.08258947368421052
DONE,local,0.4,3,5,no_edges,0.1072
DONE,local,0.4,3,5,rand_feats,0.4495157894736842
DONE,local,0.4,4,5,full,0.1737263157894737
DONE,local,0.4,4,5,no_edges,0.12458947368421054
DONE,local,0.4,4,5,rand_feats,0.5499157894736841
DONE,local,0.5,0,5,full,0.05166315789473685
DONE,local,0.5,0,5,no_edges,0.06477894736842105
DONE,local,0.5,0,5,rand_feats,0.524
DONE,local,0.5,1,5,full,0.1359578947368421
DONE,local,0.5,1,5,no_edges,0.047536842105263155
DONE,local,0.5,1,5,rand_feats,0.5121684210526316
DONE,local,0.5,2,5,full,0.1058105263157895
DONE,local,0.5,2,5,no_edges,0.11141052631578947
DONE,local,0.5,2,5,rand_feats,0.5470315789473684
DONE,local,0.5,3,5,full,0.12669473684210525
DONE,local,0.5,3,5,no_edges,0.07957894736842105
DONE,local,0.5,3,5,rand_feats,0.4844842105263158
DONE,local,0.5,4,5,full,0.1310105263157895
DONE,local,0.5,4,5,no_edges,0.04778947368421052
DONE,local,0.5,4,5,rand_feats,0.5140210526315789
DONE,local,0.6,0,5,full,0.004778947368421055
DONE,local,0.6,0,5,no_edges,0.050631578947368416
DONE,local,0.6,0,5,rand_feats,0.5261263157894737
DONE,local,0.6,1,5,full,0.05595789473684211
DONE,local,0.6,1,5,no_edges,0.11416842105263157
DONE,local,0.6,1,5,rand_feats,0.5196
DONE,local,0.6,2,5,full,0.07418947368421053
DONE,local,0.6,2,5,no_edges,0.14353684210526318
DONE,local,0.6,2,5,rand_feats,0.5276000000000001
DONE,local,0.6,3,5,full,0.06421052631578948
DONE,local,0.6,3,5,no_edges,0.021115789473684213
DONE,local,0.6,3,5,rand_feats,0.46433684210526316
DONE,local,0.6,4,5,full,0.07778947368421053
DONE,local,0.6,4,5,no_edges,0.06962105263157896
DONE,local,0.6,4,5,rand_feats,0.4938526315789474
DONE,local,0.7,0,5,full,0.08665263157894737
DONE,local,0.7,0,5,no_edges,0.0655578947368421
DONE,local,0.7,0,5,rand_feats,0.5033684210526316
DONE,local,0.7,1,5,full,0.024168421052631586
DONE,local,0.7,1,5,no_edges,0.02997894736842105
DONE,local,0.7,1,5,rand_feats,0.521157894736842
DONE,local,0.7,2,5,full,0.07854736842105263
DONE,local,0.7,2,5,no_edges,0.02271578947368421
DONE,local,0.7,2,5,rand_feats,0.49151578947368424
DONE,local,0.7,3,5,full,0.007031578947368423
DONE,local,0.7,3,5,no_edges,0.09021052631578948
DONE,local,0.7,3,5,rand_feats,0.4948842105263158
DONE,local,0.7,4,5,full,0.057073684210526325
DONE,local,0.7,4,5,no_edges,0.0979157894736842
DONE,local,0.7,4,5,rand_feats,0.4667578947368421
DONE,local,0.8,0,5,full,0.04012631578947369
DONE,local,0.8,0,5,no_edges,0.09202105263157893
DONE,local,0.8,0,5,rand_feats,0.4896842105263158
DONE,local,0.8,1,5,full,0.011073684210526319
DONE,local,0.8,1,5,no_edges,0.025642105263157897
DONE,local,0.8,1,5,rand_feats,0.4979368421052632
DONE,local,0.8,2,5,full,0.05985263157894737
DONE,local,0.8,2,5,no_edges,0.04031578947368421
DONE,local,0.8,2,5,rand_feats,0.5574315789473685
DONE,local,0.8,3,5,full,0.06149473684210526
DONE,local,0.8,3,5,no_edges,0.1020421052631579
DONE,local,0.8,3,5,rand_feats,0.45286315789473675
DONE,local,0.8,4,5,full,0.05456842105263158
DONE,local,0.8,4,5,no_edges,0.10797894736842106
DONE,local,0.8,4,5,rand_feats,0.5821684210526316
DONE,local,0.9,0,5,full,0.04303157894736843
DONE,local,0.9,0,5,no_edges,0.06747368421052632
DONE,local,0.9,0,5,rand_feats,0.5301894736842105
DONE,local,0.9,1,5,full,0.019810526315789476
DONE,local,0.9,1,5,no_edges,0.015578947368421052
DONE,local,0.9,1,5,rand_feats,0.4970736842105263
DONE,local,0.9,2,5,full,0.004757894736842112
DONE,local,0.9,2,5,no_edges,0.04850526315789474
DONE,local,0.9,2,5,rand_feats,0.4820842105263158
DONE,local,0.9,3,5,full,0.08242105263157895
DONE,local,0.9,3,5,no_edges,0.0512842105263158
DONE,local,0.9,3,5,rand_feats,0.4488
DONE,local,0.9,4,5,full,0.028147368421052636
DONE,local,0.9,4,5,no_edges,0.004589473684210528
DONE,local,0.9,4,5,rand_feats,0.5179578947368421
DONE,local,1.0,0,5,full,0.029094736842105267
DONE,local,1.0,0,5,no_edges,0.04505263157894737
DONE,local,1.0,0,5,rand_feats,0.4965052631578947
DONE,local,1.0,1,5,full,0.0030315789473684272
DONE,local,1.0,1,5,no_edges,0.045136842105263156
DONE,local,1.0,1,5,rand_feats,0.5085263157894737
DONE,local,1.0,2,5,full,0.03298947368421054
DONE,local,1.0,2,5,no_edges,0.06692631578947368
DONE,local,1.0,2,5,rand_feats,0.5406105263157894
DONE,local,1.0,3,5,full,0.005178947368421054
DONE,local,1.0,3,5,no_edges,0.025705263157894738
DONE,local,1.0,3,5,rand_feats,0.4430736842105263
DONE,local,1.0,4,5,full,0.08833684210526316
DONE,local,1.0,4,5,no_edges,0.052884210526315784
DONE,local,1.0,4,5,rand_feats,0.5289473684210526
